codigo_dane,departamento,municipio,mandatario,correo,fuente
13780,Bolívar,Talaigua Nuevo,,alcaldia@talaiguanuevo.gov.co
13810,Bolívar,Tiquisio,,alcaldia@tiquisio.gov.co
13836,Bolívar,Turbaco,,alcaldia@turbaco.gov.co
13838,Bolívar,Turbaná,,alcaldia@turbana.gov.co
13873,Bolívar,Villanueva,,alcaldia@villanueva.gov.co
13894,Bolívar,Zambrano,,alcaldia@zambrano.gov.co
15001,Boyacá,Tunja,,alcaldia@tunja.gov.co
15022,Boyacá,Almeida,,alcaldia@almeida.gov.co
15047,Boyacá,Aquitania,,alcaldia@aquitania.gov.co
15051,Boyacá,Arcabuco,,alcaldia@arcabuco.gov.co
15087,Boyacá,Belén,,alcaldia@belen.gov.co
15090,Boyacá,Berbeo,,alcaldia@berbeo.gov.co
15092,Boyacá,Betéitiva,,alcaldia@beteitiva.gov.co
15097,Boyacá,Boavita,,alcaldia@boavita.gov.co
15104,Boyacá,Boyacá,,alcaldia@boyaca.gov.co
15106,Boyacá,Briceño,,alcaldia@briceno.gov.co
15109,Boyacá,Buenavista,,alcaldia@buenavista.gov.co
15114,Boyacá,Busbanzá,,alcaldia@busbanza.gov.co
15131,Boyacá,Caldas,,alcaldia@caldas.gov.co
15135,Boyacá,Campohermoso,,alcaldia@campohermoso.gov.co
15162,Boyacá,Cerinza,,alcaldia@cerinza.gov.co
15172,Boyacá,Chinavita,,alcaldia@chinavita.gov.co
15176,Boyacá,Chiquinquirá,,alcaldia@chiquinquira.gov.co
15180,Boyacá,Chiscas,,alcaldia@chiscas.gov.co
15183,Boyacá,Chita,,alcaldia@chita.gov.co
15185,Boyacá,Chitaraque,,alcaldia@chitaraque.gov.co
15187,Boyacá,Chivatá,,alcaldia@chivata.gov.co
15189,Boyacá,Ciénega,,alcaldia@cienega.gov.co
15204,Boyacá,Cómbita,,alcaldia@combita.gov.co
15212,Boyacá,Coper,,alcaldia@coper.gov.co
15215,Boyacá,Corrales,,alcaldia@corrales.gov.co
15218,Boyacá,Covarachía,,alcaldia@covarachia.gov.co
15223,Boyacá,Cubará,,alcaldia@cubara.gov.co
15224,Boyacá,Cucaita,,alcaldia@cucaita.gov.co
15226,Boyacá,Cuítiva,,alcaldia@cuitiva.gov.co
15232,Boyacá,Chíquiza,,alcaldia@chiquiza.gov.co
15236,Boyacá,Chivor,,alcaldia@chivor.gov.co
15238,Boyacá,Duitama,,alcaldia@duitama.gov.co
15244,Boyacá,El Cocuy,,alcaldia@elcocuy.gov.co
15248,Boyacá,El Espino,,alcaldia@elespino.gov.co
15272,Boyacá,Firavitoba,,alcaldia@firavitoba.gov.co
15276,Boyacá,Floresta,,alcaldia@floresta.gov.co
15293,Boyacá,Gachantivá,,alcaldia@gachantiva.gov.co
15296,Boyacá,Gameza,,alcaldia@gameza.gov.co
15299,Boyacá,Garagoa,,alcaldia@garagoa.gov.co
15317,Boyacá,Guacamayas,,alcaldia@guacamayas.gov.co
15322,Boyacá,Guateque,,alcaldia@guateque.gov.co
15325,Boyacá,Guayatá,,alcaldia@guayata.gov.co
15332,Boyacá,Güicán,,alcaldia@guican.gov.co
15362,Boyacá,Iza,,alcaldia@iza.gov.co
15367,Boyacá,Jenesano,,alcaldia@jenesano.gov.co
15368,Boyacá,Jericó,,alcaldia@jerico.gov.co
15377,Boyacá,Labranzagrande,,alcaldia@labranzagrande.gov.co
15380,Boyacá,La Capilla,,alcaldia@lacapilla.gov.co
15401,Boyacá,La Victoria,,alcaldia@lavictoria.gov.co
15403,Boyacá,La Uvita,,alcaldia@lauvita.gov.co
15407,Boyacá,Villa de Leyva,,alcaldia@villadeleyva.gov.co
15425,Boyacá,Macanal,,alcaldia@macanal.gov.co
15442,Boyacá,Maripí,,alcaldia@maripi.gov.co
15455,Boyacá,Miraflores,,alcaldia@miraflores.gov.co
15464,Boyacá,Mongua,,alcaldia@mongua.gov.co
15466,Boyacá,Monguí,,alcaldia@mongui.gov.co
15469,Boyacá,Moniquirá,,alcaldia@moniquira.gov.co
15476,Boyacá,Motavita,,alcaldia@motavita.gov.co
15480,Boyacá,Muzo,,alcaldia@muzo.gov.co
15491,Boyacá,Nobsa,,alcaldia@nobsa.gov.co
15494,Boyacá,Nuevo Colón,,alcaldia@nuevocolon.gov.co
15500,Boyacá,Oicatá,,alcaldia@oicata.gov.co
15507,Boyacá,Otanche,,alcaldia@otanche.gov.co
15511,Boyacá,Pachavita,,alcaldia@pachavita.gov.co
15514,Boyacá,Páez,,alcaldia@paez.gov.co
15516,Boyacá,Paipa,,alcaldia@paipa.gov.co
15518,Boyacá,Pajarito,,alcaldia@pajarito.gov.co
15522,Boyacá,Panqueba,,alcaldia@panqueba.gov.co
15531,Boyacá,Pauna,,alcaldia@pauna.gov.co
15533,Boyacá,Paya,,alcaldia@paya.gov.co
15537,Boyacá,Paz de Río,,alcaldia@pazderio.gov.co
15542,Boyacá,Pesca,,alcaldia@pesca.gov.co
15550,Boyacá,Pisba,,alcaldia@pisba.gov.co
15572,Boyacá,Puerto Boyacá,,alcaldia@puertoboyaca.gov.co
15580,Boyacá,Quípama,,alcaldia@quipama.gov.co
15599,Boyacá,Ramiriquí,,alcaldia@ramiriqui.gov.co
15600,Boyacá,Ráquira,,alcaldia@raquira.gov.co
15621,Boyacá,Rondón,,alcaldia@rondon.gov.co
15632,Boyacá,Saboyá,,alcaldia@saboya.gov.co
15638,Boyacá,Sáchica,,alcaldia@sachica.gov.co
15646,Boyacá,Samacá,,alcaldia@samaca.gov.co
15660,Boyacá,San Eduardo,,alcaldia@saneduardo.gov.co
15664,Boyacá,San José de Pare,,alcaldia@sanjosedepare.gov.co
15667,Boyacá,San Luis de Gaceno,,alcaldia@sanluisdegaceno.gov.co
15673,Boyacá,San Mateo,,alcaldia@sanmateo.gov.co
15676,Boyacá,San Miguel de Sema,,alcaldia@sanmigueldesema.gov.co
15681,Boyacá,San Pablo de Borbur,,alcaldia@sanpablodeborbur.gov.co
15686,Boyacá,Santana,,alcaldia@santana.gov.co
15690,Boyacá,Santa María,,alcaldia@santamaria.gov.co
15693,Boyacá,Santa Rosa de Viterbo,,alcaldia@santarosadeviterbo.gov.co
15696,Boyacá,Santa Sofía,,alcaldia@santasofia.gov.co
15720,Boyacá,Sativanorte,,alcaldia@sativanorte.gov.co
15723,Boyacá,Sativasur,,alcaldia@sativasur.gov.co
15740,Boyacá,Siachoque,,alcaldia@siachoque.gov.co
15753,Boyacá,Soatá,,alcaldia@soata.gov.co
15755,Boyacá,Socotá,,alcaldia@socota.gov.co
15757,Boyacá,Socha,,alcaldia@socha.gov.co
15759,Boyacá,Sogamoso,,alcaldia@sogamoso.gov.co
15761,Boyacá,Somondoco,,alcaldia@somondoco.gov.co
15762,Boyacá,Sora,,alcaldia@sora.gov.co
15763,Boyacá,Sotaquirá,,alcaldia@sotaquira.gov.co
15764,Boyacá,Soracá,,alcaldia@soraca.gov.co
15774,Boyacá,Susacón,,alcaldia@susacon.gov.co
15776,Boyacá,Sutamarchán,,alcaldia@sutamarchan.gov.co
15778,Boyacá,Sutatenza,,alcaldia@sutatenza.gov.co
15790,Boyacá,Tasco,,alcaldia@tasco.gov.co
15798,Boyacá,Tenza,,alcaldia@tenza.gov.co
15804,Boyacá,Tibaná,,alcaldia@tibana.gov.co
15806,Boyacá,Tibasosa,,alcaldia@tibasosa.gov.co
15808,Boyacá,Tinjacá,,alcaldia@tinjaca.gov.co
15810,Boyacá,Tipacoque,,alcaldia@tipacoque.gov.co
15814,Boyacá,Toca,,alcaldia@toca.gov.co
15816,Boyacá,Togüí,,alcaldia@togui.gov.co
15820,Boyacá,Tópaga,,alcaldia@topaga.gov.co
15822,Boyacá,Tota,,alcaldia@tota.gov.co
15832,Boyacá,Tununguá,,alcaldia@tunungua.gov.co
15835,Boyacá,Turmequé,,alcaldia@turmeque.gov.co
15837,Boyacá,Tuta,,alcaldia@tuta.gov.co
15839,Boyacá,Tutazá,,alcaldia@tutaza.gov.co
15842,Boyacá,Umbita,,alcaldia@umbita.gov.co
15861,Boyacá,Ventaquemada,,alcaldia@ventaquemada.gov.co
15879,Boyacá,Viracachá,,alcaldia@viracacha.gov.co
15897,Boyacá,Zetaquira,,alcaldia@zetaquira.gov.co
17001,Caldas,Manizales,,alcaldia@manizales.gov.co
17013,Caldas,Aguadas,,alcaldia@aguadas.gov.co
17042,Caldas,Anserma,,alcaldia@anserma.gov.co
17050,Caldas,Aranzazu,,alcaldia@aranzazu.gov.co
17088,Caldas,Belalcázar,,alcaldia@belalcazar.gov.co
17174,Caldas,Chinchiná,,alcaldia@chinchina.gov.co
17272,Caldas,Filadelfia,,alcaldia@filadelfia.gov.co
17380,Caldas,La Dorada,,alcaldia@ladorada.gov.co
17388,Caldas,La Merced,,alcaldia@lamerced.gov.co
17433,Caldas,Manzanares,,alcaldia@manzanares.gov.co
17442,Caldas,Marmato,,alcaldia@marmato.gov.co
17444,Caldas,Marquetalia,,alcaldia@marquetalia.gov.co
17446,Caldas,Marulanda,,alcaldia@marulanda.gov.co
17486,Caldas,Neira,,alcaldia@neira.gov.co
17495,Caldas,Norcasia,,alcaldia@norcasia.gov.co
17513,Caldas,Pácora,,alcaldia@pacora.gov.co
17524,Caldas,Palestina,,alcaldia@palestina.gov.co
17541,Caldas,Pensilvania,,alcaldia@pensilvania.gov.co
17614,Caldas,Riosucio,,alcaldia@riosucio.gov.co
17616,Caldas,Risaralda,,alcaldia@risaralda.gov.co
17653,Caldas,Salamina,,alcaldia@salamina.gov.co
17662,Caldas,Samaná,,alcaldia@samana.gov.co
17665,Caldas,San José,,alcaldia@sanjose.gov.co
17777,Caldas,Supía,,alcaldia@supia.gov.co
17867,Caldas,Victoria,,alcaldia@victoria.gov.co
17873,Caldas,Villamaría,,alcaldia@villamaria.gov.co
17877,Caldas,Viterbo,,alcaldia@viterbo.gov.co
18001,Caquetá,Florencia,,alcaldia@florencia.gov.co
18029,Caquetá,Albania,,alcaldia@albania.gov.co
18094,Caquetá,Belén de Los Andaquies,,alcaldia@belendelosandaquies.gov.co
18150,Caquetá,Cartagena del Chairá,,alcaldia@cartagenadelchaira.gov.co
18205,Caquetá,Curillo,,alcaldia@curillo.gov.co
18247,Caquetá,El Doncello,,alcaldia@eldoncello.gov.co
18256,Caquetá,El Paujil,,alcaldia@elpaujil.gov.co
18410,Caquetá,La Montañita,,alcaldia@lamontanita.gov.co
18460,Caquetá,Milán,,alcaldia@milan.gov.co
18479,Caquetá,Morelia,,alcaldia@morelia.gov.co
18592,Caquetá,Puerto Rico,,alcaldia@puertorico.gov.co
18610,Caquetá,San José del Fragua,,alcaldia@sanjosedelfragua.gov.co
18753,Caquetá,San Vicente del Caguán,,alcaldia@sanvicentedelcaguan.gov.co
18756,Caquetá,Solano,,alcaldia@solano.gov.co
18785,Caquetá,Solita,,alcaldia@solita.gov.co
18860,Caquetá,Valparaíso,,alcaldia@valparaiso.gov.co
19001,Cauca,Popayán,,alcaldia@popayan.gov.co
19022,Cauca,Almaguer,,alcaldia@almaguer.gov.co
19050,Cauca,Argelia,,alcaldia@argelia.gov.co
19075,Cauca,Balboa,,alcaldia@balboa.gov.co
19100,Cauca,Bolívar,,alcaldia@bolivar.gov.co
19110,Cauca,Buenos Aires,,alcaldia@buenosaires.gov.co
19130,Cauca,Cajibío,,alcaldia@cajibio.gov.co
19137,Cauca,Caldono,,alcaldia@caldono.gov.co
19142,Cauca,Caloto,,alcaldia@caloto.gov.co
19212,Cauca,Corinto,,alcaldia@corinto.gov.co
19256,Cauca,El Tambo,,alcaldia@eltambo.gov.co
19290,Cauca,Florencia,,alcaldia@florencia.gov.co
19318,Cauca,Guapi,,alcaldia@guapi.gov.co
19355,Cauca,Inzá,,alcaldia@inza.gov.co
19364,Cauca,Jambaló,,alcaldia@jambalo.gov.co
19392,Cauca,La Sierra,,alcaldia@lasierra.gov.co
19397,Cauca,La Vega,,alcaldia@lavega.gov.co
19418,Cauca,López,,alcaldia@lopez.gov.co
19450,Cauca,Mercaderes,,alcaldia@mercaderes.gov.co
19455,Cauca,Miranda,,alcaldia@miranda.gov.co
19473,Cauca,Morales,,alcaldia@morales.gov.co
19513,Cauca,Padilla,,alcaldia@padilla.gov.co
19517,Cauca,Paez,,alcaldia@paez.gov.co
19532,Cauca,Patía,,alcaldia@patia.gov.co
19533,Cauca,Piamonte,,alcaldia@piamonte.gov.co
19548,Cauca,Piendamó,,alcaldia@piendamo.gov.co
19573,Cauca,Puerto Tejada,,alcaldia@puertotejada.gov.co
19585,Cauca,Puracé,,alcaldia@purace.gov.co
19622,Cauca,Rosas,,alcaldia@rosas.gov.co
19693,Cauca,San Sebastián,,alcaldia@sansebastian.gov.co
19698,Cauca,Santander de Quilichao,,alcaldia@santanderdequilichao.gov.co
19701,Cauca,Santa Rosa,,alcaldia@santarosa.gov.co
19743,Cauca,Silvia,,alcaldia@silvia.gov.co
19760,Cauca,Sotara,,alcaldia@sotara.gov.co
19780,Cauca,Suárez,,alcaldia@suarez.gov.co
19785,Cauca,Sucre,,alcaldia@sucre.gov.co
19807,Cauca,Timbío,,alcaldia@timbio.gov.co
19809,Cauca,Timbiquí,,alcaldia@timbiqui.gov.co
19821,Cauca,Toribio,,alcaldia@toribio.gov.co
19824,Cauca,Totoró,,alcaldia@totoro.gov.co
19845,Cauca,Villa Rica,,alcaldia@villarica.gov.co
20001,Cesar,Valledupar,,alcaldia@valledupar.gov.co
20011,Cesar,Aguachica,,alcaldia@aguachica.gov.co
20013,Cesar,Agustín Codazzi,,alcaldia@agustincodazzi.gov.co
20032,Cesar,Astrea,,alcaldia@astrea.gov.co
20045,Cesar,Becerril,,alcaldia@becerril.gov.co
20060,Cesar,Bosconia,,alcaldia@bosconia.gov.co
20175,Cesar,Chimichagua,,alcaldia@chimichagua.gov.co
20178,Cesar,Chiriguaná,,alcaldia@chiriguana.gov.co
20228,Cesar,Curumaní,,alcaldia@curumani.gov.co
20238,Cesar,El Copey,,alcaldia@elcopey.gov.co
20250,Cesar,El Paso,,alcaldia@elpaso.gov.co
20295,Cesar,Gamarra,,alcaldia@gamarra.gov.co
20310,Cesar,González,,alcaldia@gonzalez.gov.co
20383,Cesar,La Gloria,,alcaldia@lagloria.gov.co
20400,Cesar,La Jagua de Ibirico,,alcaldia@lajaguadeibirico.gov.co
20443,Cesar,Manaure,,alcaldia@manaure.gov.co
20517,Cesar,Pailitas,,alcaldia@pailitas.gov.co
20550,Cesar,Pelaya,,alcaldia@pelaya.gov.co
20570,Cesar,Pueblo Bello,,alcaldia@pueblobello.gov.co
20614,Cesar,Río de Oro,,alcaldia@riodeoro.gov.co
20621,Cesar,La Paz,,alcaldia@lapaz.gov.co
20710,Cesar,San Alberto,,alcaldia@sanalberto.gov.co
20750,Cesar,San Diego,,alcaldia@sandiego.gov.co
20770,Cesar,San Martín,,alcaldia@sanmartin.gov.co
20787,Cesar,Tamalameque,,alcaldia@tamalameque.gov.co
23001,Córdoba,Montería,,alcaldia@monteria.gov.co
23068,Córdoba,Ayapel,,alcaldia@ayapel.gov.co
23079,Córdoba,Buenavista,,alcaldia@buenavista.gov.co
23090,Córdoba,Canalete,,alcaldia@canalete.gov.co
23162,Córdoba,Cereté,,alcaldia@cerete.gov.co
23168,Córdoba,Chimá,,alcaldia@chima.gov.co
23182,Córdoba,Chinú,,alcaldia@chinu.gov.co
23189,Córdoba,Ciénaga de Oro,,alcaldia@cienagadeoro.gov.co
23300,Córdoba,Cotorra,,alcaldia@cotorra.gov.co
