nombre,municipio,departamento,codigo_dane
"Fiestas de Dabeiba","Dabeiba","Antioquia","05234"
"Fiestas de Don Matías","Don Matías","Antioquia","05237"
"Fiestas de Ebéjico","Ebéjico","Antioquia","05240"
"Fiestas de El Bagre","El Bagre","Antioquia","05250"
"Fiestas de El Carmen de Viboral","El Carmen de Viboral","Antioquia","05148"
"Fiestas de El Santuario","El Santuario","Antioquia","05697"
"Fiestas de Entrerrios","Entrerrios","Antioquia","05264"
"Fiestas de Envigado","Envigado","Antioquia","05266"
"Fiestas de Fredonia","Fredonia","Antioquia","05282"
"Fiestas de Frontino","Frontino","Antioquia","05284"
"Fiestas de Giraldo","Giraldo","Antioquia","05306"
"Fiestas de Girardota","Girardota","Antioquia","05308"
"Fiestas de Gómez Plata","Gómez Plata","Antioquia","05310"
"Fiestas de Granada","Granada","Antioquia","05313"
"Fiestas de Guadalupe","Guadalupe","Antioquia","05315"
"Fiestas de Guarne","Guarne","Antioquia","05318"
"Fiestas de Guatapé","Guatapé","Antioquia","05321"
"Fiestas de Heliconia","Heliconia","Antioquia","05347"
"Fiestas de Hispania","Hispania","Antioquia","05353"
"Fiestas de Itagui","Itagui","Antioquia","05360"
"Fiestas de Ituango","Ituango","Antioquia","05361"
"Fiestas de Jardín","Jardín","Antioquia","05364"
"Fiestas de Jericó","Jericó","Antioquia","05368"
"Fiestas de La Ceja","La Ceja","Antioquia","05376"
"Fiestas de La Estrella","La Estrella","Antioquia","05380"
"Fiestas de La Pintada","La Pintada","Antioquia","05390"
"Fiestas de La Unión","La Unión","Antioquia","05400"
"Fiestas de Liborina","Liborina","Antioquia","05411"
"Fiestas de Maceo","Maceo","Antioquia","05425"
"Fiestas de Marinilla","Marinilla","Antioquia","05440"
"Fiestas de Medellín","Medellín","Antioquia","05001"
"Fiestas de Montebello","Montebello","Antioquia","05467"
"Fiestas de Murindó","Murindó","Antioquia","05475"
"Fiestas de Mutatá","Mutatá","Antioquia","05480"
"Fiestas de Nariño","Nariño","Antioquia","05483"
"Fiestas de Nechí","Nechí","Antioquia","05495"
"Fiestas de Necoclí","Necoclí","Antioquia","05490"
"Fiestas de Olaya","Olaya","Antioquia","05501"
"Fiestas de Peñol","Peñol","Antioquia","05541"
"Fiestas de Peque","Peque","Antioquia","05543"
"Fiestas de Pueblorrico","Pueblorrico","Antioquia","05576"
"Fiestas de Puerto Berrío","Puerto Berrío","Antioquia","05579"
"Fiestas de Puerto Nare","Puerto Nare","Antioquia","05585"
"Fiestas de Puerto Triunfo","Puerto Triunfo","Antioquia","05591"
"Fiestas de Remedios","Remedios","Antioquia","05604"
"Fiestas de Retiro","Retiro","Antioquia","05607"
"Fiestas de Rionegro","Rionegro","Antioquia","05615"
"Fiestas de Sabanalarga","Sabanalarga","Antioquia","05628"
"Fiestas de Sabaneta","Sabaneta","Antioquia","05631"
"Fiestas de Salgar","Salgar","Antioquia","05642"
"Fiestas de San Andrés de Cuerquía","San Andrés de Cuerquía","Antioquia","05647"
"Fiestas de San Carlos","San Carlos","Antioquia","05649"
"Fiestas de San Francisco","San Francisco","Antioquia","05652"
"Fiestas de San Jerónimo","San Jerónimo","Antioquia","05656"
"Fiestas de San José de La Montaña","San José de La Montaña","Antioquia","05658"
"Fiestas de San Juan de Urabá","San Juan de Urabá","Antioquia","05659"
"Fiestas de San Luis","San Luis","Antioquia","05660"
"Fiestas de San Pedro","San Pedro","Antioquia","05664"
"Fiestas de San Pedro de Uraba","San Pedro de Uraba","Antioquia","05665"
"Fiestas de San Rafael","San Rafael","Antioquia","05667"
"Fiestas de San Roque","San Roque","Antioquia","05670"
"Fiestas de Santa Bárbara","Santa Bárbara","Antioquia","05679"
"Fiestas de Santafé de Antioquia","Santafé de Antioquia","Antioquia","05042"
"Fiestas de Santa Rosa de Osos","Santa Rosa de Osos","Antioquia","05686"
"Fiestas de Santo Domingo","Santo Domingo","Antioquia","05690"
"Fiestas de San Vicente","San Vicente","Antioquia","05674"
"Fiestas de Segovia","Segovia","Antioquia","05736"
"Fiestas de Sonson","Sonson","Antioquia","05756"
"Fiestas de Sopetrán","Sopetrán","Antioquia","05761"
"Fiestas de Támesis","Támesis","Antioquia","05789"
"Fiestas de Tarazá","Tarazá","Antioquia","05790"
"Fiestas de Tarso","Tarso","Antioquia","05792"
"Fiestas de Titiribí","Titiribí","Antioquia","05809"
"Fiestas de Toledo","Toledo","Antioquia","05819"
"Fiestas de Turbo","Turbo","Antioquia","05837"
"Fiestas de Uramita","Uramita","Antioquia","05842"
"Fiestas de Urrao","Urrao","Antioquia","05847"
"Fiestas de Valdivia","Valdivia","Antioquia","05854"
"Fiestas de Valparaíso","Valparaíso","Antioquia","05856"
"Fiestas de Vegachí","Vegachí","Antioquia","05858"
"Fiestas de Venecia","Venecia","Antioquia","05861"
"Fiestas de Vigía del Fuerte","Vigía del Fuerte","Antioquia","05873"
"Fiestas de Yalí","Yalí","Antioquia","05885"
"Fiestas de Yarumal","Yarumal","Antioquia","05887"
"Fiestas de Yolombó","Yolombó","Antioquia","05890"
"Fiestas de Yondó","Yondó","Antioquia","05893"
"Fiestas de Zaragoza","Zaragoza","Antioquia","05895"
"Fiestas de Arauca","Arauca","Arauca","81001"
"Fiestas de Arauquita","Arauquita","Arauca","81065"
"Fiestas de Cravo Norte","Cravo Norte","Arauca","81220"
"Fiestas de Fortul","Fortul","Arauca","81300"
"Fiestas de Puerto Rondón","Puerto Rondón","Arauca","81591"
"Fiestas de Saravena","Saravena","Arauca","81736"
"Fiestas de Tame","Tame","Arauca","81794"
"Fiestas de Providencia","Providencia","Archipiélago De San Andrés","88564"
"Fiestas de San Andrés","San Andrés","Archipiélago De San Andrés","88001"
"Fiestas de Baranoa","Baranoa","Atlántico","08078"
"Fiestas de Barranquilla","Barranquilla","Atlántico","08001"
"Fiestas de Campo de La Cruz","Campo de La Cruz","Atlántico","08137"
"Fiestas de Candelaria","Candelaria","Atlántico","08141"
"Fiestas de Galapa","Galapa","Atlántico","08296"
"Fiestas de Juan de Acosta","Juan de Acosta","Atlántico","08372"
"Fiestas de Luruaco","Luruaco","Atlántico","08421"
"Fiestas de Malambo","Malambo","Atlántico","08433"
"Fiestas de Manatí","Manatí","Atlántico","08436"
"Fiestas de Palmar de Varela","Palmar de Varela","Atlántico","08520"
"Fiestas de Piojó","Piojó","Atlántico","08549"
"Fiestas de Polonuevo","Polonuevo","Atlántico","08558"
"Fiestas de Ponedera","Ponedera","Atlántico","08560"
"Fiestas de Puerto Colombia","Puerto Colombia","Atlántico","08573"
"Fiestas de Repelón","Repelón","Atlántico","08606"
"Fiestas de Sabanagrande","Sabanagrande","Atlántico","08634"
"Fiestas de Sabanalarga","Sabanalarga","Atlántico","08638"
"Fiestas de Santa Lucía","Santa Lucía","Atlántico","08675"
"Fiestas de Santo Tomás","Santo Tomás","Atlántico","08685"
"Fiestas de Soledad","Soledad","Atlántico","08758"
"Fiestas de Suan","Suan","Atlántico","08770"
"Fiestas de Tubará","Tubará","Atlántico","08832"
"Fiestas de Usiacurí","Usiacurí","Atlántico","08849"
"Fiestas de Achí","Achí","Bolívar","13006"
"Fiestas de Altos del Rosario","Altos del Rosario","Bolívar","13030"
"Fiestas de Arenal","Arenal","Bolívar","13042"
"Fiestas de Arjona","Arjona","Bolívar","13052"
"Fiestas de Arroyohondo","Arroyohondo","Bolívar","13062"
"Fiestas de Barranco de Loba","Barranco de Loba","Bolívar","13074"
"Fiestas de Calamar","Calamar","Bolívar","13140"
"Fiestas de Cantagallo","Cantagallo","Bolívar","13160"
"Fiestas de Cartagena","Cartagena","Bolívar","13001"
"Fiestas de Cicuco","Cicuco","Bolívar","13188"
"Fiestas de Clemencia","Clemencia","Bolívar","13222"
"Fiestas de Córdoba","Córdoba","Bolívar","13212"
"Fiestas de El Carmen de Bolívar","El Carmen de Bolívar","Bolívar","13244"
"Fiestas de El Guamo","El Guamo","Bolívar","13248"
"Fiestas de El Peñón","El Peñón","Bolívar","13268"
"Fiestas de Hatillo de Loba","Hatillo de Loba","Bolívar","13300"
"Fiestas de Magangué","Magangué","Bolívar","13430"
"Fiestas de Mahates","Mahates","Bolívar","13433"
"Fiestas de Margarita","Margarita","Bolívar","13440"
"Fiestas de María La Baja","María La Baja","Bolívar","13442"
"Fiestas de Mompós","Mompós","Bolívar","13468"
"Fiestas de Montecristo","Montecristo","Bolívar","13458"
"Fiestas de Morales","Morales","Bolívar","13473"
"Fiestas de Pinillos","Pinillos","Bolívar","13549"
"Fiestas de Regidor","Regidor","Bolívar","13580"
"Fiestas de Río Viejo","Río Viejo","Bolívar","13600"
"Fiestas de San Cristóbal","San Cristóbal","Bolívar","13620"
"Fiestas de San Estanislao","San Estanislao","Bolívar","13647"
"Fiestas de San Fernando","San Fernando","Bolívar","13650"
"Fiestas de San Jacinto","San Jacinto","Bolívar","13654"
"Fiestas de San Jacinto del Cauca","San Jacinto del Cauca","Bolívar","13655"
"Fiestas de San Juan Nepomuceno","San Juan Nepomuceno","Bolívar","13657"
"Fiestas de San Martín de Loba","San Martín de Loba","Bolívar","13667"
"Fiestas de San Pablo","San Pablo","Bolívar","13670"
"Fiestas de Santa Catalina","Santa Catalina","Bolívar","13673"
"Fiestas de Santa Rosa","Santa Rosa","Bolívar","13683"
"Fiestas de Santa Rosa del Sur","Santa Rosa del Sur","Bolívar","13688"
"Fiestas de Simití","Simití","Bolívar","13744"
"Fiestas de Soplaviento","Soplaviento","Bolívar","13760"
"Fiestas de Talaigua Nuevo","Talaigua Nuevo","Bolívar","13780"
"Fiestas de Tiquisio","Tiquisio","Bolívar","13810"
"Fiestas de Turbaco","Turbaco","Bolívar","13836"
"Fiestas de Turbaná","Turbaná","Bolívar","13838"
