codigo_dane,municipio,departamento,nombre_festival,date_start,date_end,year,descripcion,sitio_1,maps_1,sitio_2,maps_2,sitio_3,maps_3,hotel_1,wa_1,hotel_2,wa_2,hotel_3,wa_3,source_type,verified
"86760","","","Fiestas de Santiago","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"86865","","","Fiestas de Valle del Guamuez","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"86885","","","Fiestas de Villagarzón","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08436","","","Fiestas de Manatí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08520","","","Fiestas de Palmar de Varela","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08549","","","Fiestas de Piojó","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08558","","","Fiestas de Polonuevo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08560","","","Fiestas de Ponedera","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08606","","","Fiestas de Repelón","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08634","","","Fiestas de Sabanagrande","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08638","","","Fiestas de Sabanalarga","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08675","","","Fiestas de Santa Lucía","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08685","","","Fiestas de Santo Tomás","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08758","","","Fiestas de Soledad","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08770","","","Fiestas de Suan","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08832","","","Fiestas de Tubará","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"08849","","","Fiestas de Usiacurí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"00000","","","11001","","","2026","Fecha referencial: Fiestas de Bogotá","","","","","","","","","","","","","base","false"
"13006","","","Fiestas de Achí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13030","","","Fiestas de Altos del Rosario","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13042","","","Fiestas de Arenal","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13052","","","Fiestas de Arjona","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13062","","","Fiestas de Arroyohondo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13074","","","Fiestas de Barranco de Loba","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13140","","","Fiestas de Calamar","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13160","","","Fiestas de Cantagallo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13188","","","Fiestas de Cicuco","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13222","","","Fiestas de Clemencia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13244","","","Fiestas de El Carmen de Bolívar","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13248","","","Fiestas de El Guamo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13268","","","Fiestas de El Peñón","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13300","","","Fiestas de Hatillo de Loba","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13430","","","Fiestas de Magangué","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13433","","","Fiestas de Mahates","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13440","","","Fiestas de Margarita","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13442","","","Fiestas de María La Baja","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13458","","","Fiestas de Montecristo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13468","","","Fiestas de Mompós","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13473","","","Fiestas de Morales","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13549","","","Fiestas de Pinillos","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13580","","","Fiestas de Regidor","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13600","","","Fiestas de Río Viejo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13647","","","Fiestas de San Estanislao","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13650","","","Fiestas de San Fernando","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13654","","","Fiestas de San Jacinto","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13655","","","Fiestas de San Jacinto del Cauca","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13657","","","Fiestas de San Juan Nepomuceno","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13667","","","Fiestas de San Martín de Loba","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13670","","","Fiestas de San Pablo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13673","","","Fiestas de Santa Catalina","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13683","","","Fiestas de Santa Rosa","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13688","","","Fiestas de Santa Rosa del Sur","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13744","","","Fiestas de Simití","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13760","","","Fiestas de Soplaviento","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13780","","","Fiestas de Talaigua Nuevo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13810","","","Fiestas de Tiquisio","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13836","","","Fiestas de Turbaco","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13838","","","Fiestas de Turbaná","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13894","","","Fiestas de Zambrano","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15022","","","Fiestas de Almeida","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15047","","","Fiestas de Aquitania","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15051","","","Fiestas de Arcabuco","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15087","","","Fiestas de Belén","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15090","","","Fiestas de Berbeo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15092","","","Fiestas de Betéitiva","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15097","","","Fiestas de Boavita","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15104","","","Fiestas de Boyacá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15106","","","Fiestas de Briceño","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15109","","","Fiestas de Buenavista","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15114","","","Fiestas de Busbanzá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15131","","","Fiestas de Caldas","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15135","","","Fiestas de Campohermoso","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15162","","","Fiestas de Cerinza","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15176","","","Fiestas de Chiquinquirá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15180","","","Fiestas de Chiscas","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15183","","","Fiestas de Chita","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15185","","","Fiestas de Chitaraque","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15187","","","Fiestas de Chivatá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15189","","","Fiestas de Ciénega","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15204","","","Fiestas de Cómbita","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15212","","","Fiestas de Coper","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15215","","","Fiestas de Corrales","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15218","","","Fiestas de Covarachía","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15223","","","Fiestas de Cubará","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15224","","","Fiestas de Cucaita","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15226","","","Fiestas de Cuítiva","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15232","","","Fiestas de Chíquiza","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15236","","","Fiestas de Chivor","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15238","","","Fiestas de Duitama","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15248","","","Fiestas de El Espino","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15272","","","Fiestas de Firavitoba","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15276","","","Fiestas de Floresta","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15293","","","Fiestas de Gachantivá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15296","","","Fiestas de Gameza","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15299","","","Fiestas de Garagoa","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15317","","","Fiestas de Guacamayas","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15322","","","Fiestas de Guateque","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15325","","","Fiestas de Guayatá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15332","","","Fiestas de Güicán","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15362","","","Fiestas de Iza","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15367","","","Fiestas de Jenesano","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15368","","","Fiestas de Jericó","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15377","","","Fiestas de Labranzagrande","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15380","","","Fiestas de La Capilla","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15401","","","Fiestas de La Victoria","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15407","","","Fiestas de Villa de Leyva","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15425","","","Fiestas de Macanal","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15442","","","Fiestas de Maripí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15455","","","Fiestas de Miraflores","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15464","","","Fiestas de Mongua","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15466","","","Fiestas de Monguí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15469","","","Fiestas de Moniquirá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15476","","","Fiestas de Motavita","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15480","","","Fiestas de Muzo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15491","","","Fiestas de Nobsa","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"13001","","","Fiestas de Cartagena","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15500","","","Fiestas de Oicatá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15507","","","Fiestas de Otanche","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15514","","","Fiestas de Páez","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15516","","","Fiestas de Paipa","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15518","","","Fiestas de Pajarito","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15522","","","Fiestas de Panqueba","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15531","","","Fiestas de Pauna","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15533","","","Fiestas de Paya","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15537","","","Fiestas de Paz de Río","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15542","","","Fiestas de Pesca","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15550","","","Fiestas de Pisba","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15572","","","Fiestas de Puerto Boyacá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15580","","","Fiestas de Quípama","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15599","","","Fiestas de Ramiriquí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15600","","","Fiestas de Ráquira","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15621","","","Fiestas de Rondón","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15632","","","Fiestas de Saboyá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15646","","","Fiestas de Samacá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15660","","","Fiestas de San Eduardo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15664","","","Fiestas de San José de Pare","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15667","","","Fiestas de San Luis de Gaceno","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15673","","","Fiestas de San Mateo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15676","","","Fiestas de San Miguel de Sema","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15681","","","Fiestas de San Pablo de Borbur","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15686","","","Fiestas de Santana","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15690","","","Fiestas de Santa María","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15693","","","Fiestas de Santa Rosa de Viterbo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15696","","","Fiestas de Santa Sofía","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15720","","","Fiestas de Sativanorte","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15723","","","Fiestas de Sativasur","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15740","","","Fiestas de Siachoque","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15753","","","Fiestas de Soatá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15755","","","Fiestas de Socotá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15757","","","Fiestas de Socha","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15761","","","Fiestas de Somondoco","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15762","","","Fiestas de Sora","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15763","","","Fiestas de Sotaquirá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15764","","","Fiestas de Soracá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15774","","","Fiestas de Susacón","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15776","","","Fiestas de Sutamarchán","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15778","","","Fiestas de Sutatenza","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15790","","","Fiestas de Tasco","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15798","","","Fiestas de Tenza","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15804","","","Fiestas de Tibaná","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15806","","","Fiestas de Tibasosa","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15808","","","Fiestas de Tinjacá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15810","","","Fiestas de Tipacoque","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15814","","","Fiestas de Toca","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15816","","","Fiestas de Togüí","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15820","","","Fiestas de Tópaga","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15832","","","Fiestas de Tununguá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15835","","","Fiestas de Turmequé","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15837","","","Fiestas de Tuta","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15839","","","Fiestas de Tutazá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15842","","","Fiestas de Umbita","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15861","","","Fiestas de Ventaquemada","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15879","","","Fiestas de Viracachá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"15897","","","Fiestas de Zetaquira","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17013","","","Fiestas de Aguadas","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17042","","","Fiestas de Anserma","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17050","","","Fiestas de Aranzazu","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17174","","","Fiestas de Chinchiná","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17272","","","Fiestas de Filadelfia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17380","","","Fiestas de La Dorada","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17388","","","Fiestas de La Merced","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17433","","","Fiestas de Manzanares","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17442","","","Fiestas de Marmato","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17444","","","Fiestas de Marquetalia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17446","","","Fiestas de Marulanda","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17486","","","Fiestas de Neira","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17495","","","Fiestas de Norcasia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17513","","","Fiestas de Pácora","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17524","","","Fiestas de Palestina","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17541","","","Fiestas de Pensilvania","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17614","","","Fiestas de Riosucio","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17616","","","Fiestas de Risaralda","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17653","","","Fiestas de Salamina","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17662","","","Fiestas de Samaná","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17777","","","Fiestas de Supía","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17867","","","Fiestas de Victoria","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17873","","","Fiestas de Villamaría","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"17877","","","Fiestas de Viterbo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18029","","","Fiestas de Albania","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18094","","","Fiestas de Belén de Los Andaquies","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18150","","","Fiestas de Cartagena del Chairá","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18205","","","Fiestas de Curillo","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18247","","","Fiestas de El Doncello","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18256","","","Fiestas de El Paujil","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18410","","","Fiestas de La Montañita","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18460","","","Fiestas de Milán","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18479","","","Fiestas de Morelia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18592","","","Fiestas de Puerto Rico","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18753","","","Fiestas de San Vicente del Caguán","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18756","","","Fiestas de Solano","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18785","","","Fiestas de Solita","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"18860","","","Fiestas de Valparaíso","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19022","","","Fiestas de Almaguer","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
"19050","","","Fiestas de Argelia","","","2026","Fecha referencial: Por definir","","","","","","","","","","","","","base","false"
