nombre,municipio,departamento,codigo_dane
"Fiestas de San Vicente del Caguán","San Vicente del Caguán","Caquetá","18753"
"Fiestas de Solano","Solano","Caquetá","18756"
"Fiestas de Solita","Solita","Caquetá","18785"
"Fiestas de Valparaíso","Valparaíso","Caquetá","18860"
"Fiestas de Aguazul","Aguazul","Casanare","85010"
"Fiestas de Chameza","Chameza","Casanare","85015"
"Fiestas de Hato Corozal","Hato Corozal","Casanare","85125"
"Fiestas de La Salina","La Salina","Casanare","85136"
"Fiestas de Maní","Maní","Casanare","85139"
"Fiestas de Monterrey","Monterrey","Casanare","85162"
"Fiestas de Nunchía","Nunchía","Casanare","85225"
"Fiestas de Orocué","Orocué","Casanare","85230"
"Fiestas de Paz de Ariporo","Paz de Ariporo","Casanare","85250"
"Fiestas de Pore","Pore","Casanare","85263"
"Fiestas de Recetor","Recetor","Casanare","85279"
"Fiestas de Sabanalarga","Sabanalarga","Casanare","85300"
"Fiestas de Sácama","Sácama","Casanare","85315"
"Fiestas de San Luis de Palenque","San Luis de Palenque","Casanare","85325"
"Fiestas de Támara","Támara","Casanare","85400"
"Fiestas de Tauramena","Tauramena","Casanare","85410"
"Fiestas de Trinidad","Trinidad","Casanare","85430"
"Fiestas de Villanueva","Villanueva","Casanare","85440"
"Fiestas de Yopal","Yopal","Casanare","85001"
"Fiestas de Almaguer","Almaguer","Cauca","19022"
"Fiestas de Argelia","Argelia","Cauca","19050"
"Fiestas de Balboa","Balboa","Cauca","19075"
"Fiestas de Bolívar","Bolívar","Cauca","19100"
"Fiestas de Buenos Aires","Buenos Aires","Cauca","19110"
"Fiestas de Cajibío","Cajibío","Cauca","19130"
"Fiestas de Caldono","Caldono","Cauca","19137"
"Fiestas de Caloto","Caloto","Cauca","19142"
"Fiestas de Corinto","Corinto","Cauca","19212"
"Fiestas de El Tambo","El Tambo","Cauca","19256"
"Fiestas de Florencia","Florencia","Cauca","19290"
"Fiestas de Guapi","Guapi","Cauca","19318"
"Fiestas de Inzá","Inzá","Cauca","19355"
"Fiestas de Jambaló","Jambaló","Cauca","19364"
"Fiestas de La Sierra","La Sierra","Cauca","19392"
"Fiestas de La Vega","La Vega","Cauca","19397"
"Fiestas de López","López","Cauca","19418"
"Fiestas de Mercaderes","Mercaderes","Cauca","19450"
"Fiestas de Miranda","Miranda","Cauca","19455"
"Fiestas de Morales","Morales","Cauca","19473"
"Fiestas de Padilla","Padilla","Cauca","19513"
"Fiestas de Paez","Paez","Cauca","19517"
"Fiestas de Patía","Patía","Cauca","19532"
"Fiestas de Piamonte","Piamonte","Cauca","19533"
"Fiestas de Piendamó","Piendamó","Cauca","19548"
"Fiestas de Popayán","Popayán","Cauca","19001"
"Fiestas de Puerto Tejada","Puerto Tejada","Cauca","19573"
"Fiestas de Puracé","Puracé","Cauca","19585"
"Fiestas de Rosas","Rosas","Cauca","19622"
"Fiestas de San Sebastián","San Sebastián","Cauca","19693"
"Fiestas de Santander de Quilichao","Santander de Quilichao","Cauca","19698"
"Fiestas de Santa Rosa","Santa Rosa","Cauca","19701"
"Fiestas de Silvia","Silvia","Cauca","19743"
"Fiestas de Sotara","Sotara","Cauca","19760"
"Fiestas de Suárez","Suárez","Cauca","19780"
"Fiestas de Sucre","Sucre","Cauca","19785"
"Fiestas de Timbío","Timbío","Cauca","19807"
"Fiestas de Timbiquí","Timbiquí","Cauca","19809"
"Fiestas de Toribio","Toribio","Cauca","19821"
"Fiestas de Totoró","Totoró","Cauca","19824"
"Fiestas de Villa Rica","Villa Rica","Cauca","19845"
"Fiestas de Aguachica","Aguachica","Cesar","20011"
"Fiestas de Agustín Codazzi","Agustín Codazzi","Cesar","20013"
"Fiestas de Astrea","Astrea","Cesar","20032"
"Fiestas de Becerril","Becerril","Cesar","20045"
"Fiestas de Bosconia","Bosconia","Cesar","20060"
"Fiestas de Chimichagua","Chimichagua","Cesar","20175"
"Fiestas de Chiriguaná","Chiriguaná","Cesar","20178"
"Fiestas de Curumaní","Curumaní","Cesar","20228"
"Fiestas de El Copey","El Copey","Cesar","20238"
"Fiestas de El Paso","El Paso","Cesar","20250"
"Fiestas de Gamarra","Gamarra","Cesar","20295"
"Fiestas de González","González","Cesar","20310"
"Fiestas de La Gloria","La Gloria","Cesar","20383"
"Fiestas de La Jagua de Ibirico","La Jagua de Ibirico","Cesar","20400"
"Fiestas de La Paz","La Paz","Cesar","20621"
"Fiestas de Manaure","Manaure","Cesar","20443"
"Fiestas de Pailitas","Pailitas","Cesar","20517"
"Fiestas de Pelaya","Pelaya","Cesar","20550"
"Fiestas de Pueblo Bello","Pueblo Bello","Cesar","20570"
"Fiestas de Río de Oro","Río de Oro","Cesar","20614"
"Fiestas de San Alberto","San Alberto","Cesar","20710"
"Fiestas de San Diego","San Diego","Cesar","20750"
"Fiestas de San Martín","San Martín","Cesar","20770"
"Fiestas de Tamalameque","Tamalameque","Cesar","20787"
"Fiestas de Valledupar","Valledupar","Cesar","20001"
"Fiestas de Acandí","Acandí","Chocó","27006"
"Fiestas de Alto Baudo","Alto Baudo","Chocó","27025"
"Fiestas de Atrato","Atrato","Chocó","27050"
"Fiestas de Bagadó","Bagadó","Chocó","27073"
"Fiestas de Bahía Solano","Bahía Solano","Chocó","27075"
"Fiestas de Bajo Baudó","Bajo Baudó","Chocó","27077"
"Fiestas de Belén de Bajirá1","Belén de Bajirá1","Chocó","27086"
"Fiestas de Bojaya","Bojaya","Chocó","27099"
"Fiestas de Carmen del Darien","Carmen del Darien","Chocó","27150"
"Fiestas de Cértegui","Cértegui","Chocó","27160"
"Fiestas de Condoto","Condoto","Chocó","27205"
"Fiestas de El Cantón del San Pablo","El Cantón del San Pablo","Chocó","27135"
"Fiestas de El Carmen de Atrato","El Carmen de Atrato","Chocó","27245"
"Fiestas de El Litoral del San Juan","El Litoral del San Juan","Chocó","27250"
"Fiestas de Istmina","Istmina","Chocó","27361"
"Fiestas de Juradó","Juradó","Chocó","27372"
"Fiestas de Lloró","Lloró","Chocó","27413"
"Fiestas de Medio Atrato","Medio Atrato","Chocó","27425"
"Fiestas de Medio Baudó","Medio Baudó","Chocó","27430"
"Fiestas de Medio San Juan","Medio San Juan","Chocó","27450"
"Fiestas de Nóvita","Nóvita","Chocó","27491"
"Fiestas de Nuquí","Nuquí","Chocó","27495"
"Fiestas de Quibdó","Quibdó","Chocó","27001"
"Fiestas de Río Iro","Río Iro","Chocó","27580"
"Fiestas de Río Quito","Río Quito","Chocó","27600"
"Fiestas de Riosucio","Riosucio","Chocó","27615"
"Fiestas de San José del Palmar","San José del Palmar","Chocó","27660"
"Fiestas de Sipí","Sipí","Chocó","27745"
"Fiestas de Tadó","Tadó","Chocó","27787"
"Fiestas de Unguía","Unguía","Chocó","27800"
"Fiestas de Unión Panamericana","Unión Panamericana","Chocó","27810"
"Fiestas de Ayapel","Ayapel","Córdoba","23068"
"Fiestas de Buenavista","Buenavista","Córdoba","23079"
"Fiestas de Canalete","Canalete","Córdoba","23090"
"Fiestas de Cereté","Cereté","Córdoba","23162"
"Fiestas de Chimá","Chimá","Córdoba","23168"
