nombre,municipio,departamento,codigo_dane
"Fiestas de Gualmatán","Gualmatán","Nariño","52323"
"Fiestas de Iles","Iles","Nariño","52352"
"Fiestas de Imués","Imués","Nariño","52354"
"Fiestas de Ipiales","Ipiales","Nariño","52356"
"Fiestas de La Cruz","La Cruz","Nariño","52378"
"Fiestas de La Florida","La Florida","Nariño","52381"
"Fiestas de La Llanada","La Llanada","Nariño","52385"
"Fiestas de La Tola","La Tola","Nariño","52390"
"Fiestas de La Unión","La Unión","Nariño","52399"
"Fiestas de Leiva","Leiva","Nariño","52405"
"Fiestas de Linares","Linares","Nariño","52411"
"Fiestas de Los Andes","Los Andes","Nariño","52418"
"Fiestas de Magüi","Magüi","Nariño","52427"
"Fiestas de Mallama","Mallama","Nariño","52435"
"Fiestas de Mosquera","Mosquera","Nariño","52473"
"Fiestas de Nariño","Nariño","Nariño","52480"
"Fiestas de Olaya Herrera","Olaya Herrera","Nariño","52490"
"Fiestas de Ospina","Ospina","Nariño","52506"
"Fiestas de Pasto","Pasto","Nariño","52001"
"Fiestas de Policarpa","Policarpa","Nariño","52540"
"Fiestas de Potosí","Potosí","Nariño","52560"
"Fiestas de Providencia","Providencia","Nariño","52565"
"Fiestas de Puerres","Puerres","Nariño","52573"
"Fiestas de Pupiales","Pupiales","Nariño","52585"
"Fiestas de Ricaurte","Ricaurte","Nariño","52612"
"Fiestas de Roberto Payán","Roberto Payán","Nariño","52621"
"Fiestas de Samaniego","Samaniego","Nariño","52678"
"Fiestas de San Andres de Tumaco","San Andres de Tumaco","Nariño","52835"
"Fiestas de San Bernardo","San Bernardo","Nariño","52685"
"Fiestas de Sandoná","Sandoná","Nariño","52683"
"Fiestas de San Lorenzo","San Lorenzo","Nariño","52687"
"Fiestas de San Pablo","San Pablo","Nariño","52693"
"Fiestas de San Pedro de Cartago","San Pedro de Cartago","Nariño","52694"
"Fiestas de Santa Bárbara","Santa Bárbara","Nariño","52696"
"Fiestas de Santacruz","Santacruz","Nariño","52699"
"Fiestas de Sapuyes","Sapuyes","Nariño","52720"
"Fiestas de Taminango","Taminango","Nariño","52786"
"Fiestas de Tangua","Tangua","Nariño","52788"
"Fiestas de Túquerres","Túquerres","Nariño","52838"
"Fiestas de Yacuanquer","Yacuanquer","Nariño","52885"
"Fiestas de Abrego","Abrego","Norte De Santander","54003"
"Fiestas de Arboledas","Arboledas","Norte De Santander","54051"
"Fiestas de Bochalema","Bochalema","Norte De Santander","54099"
"Fiestas de Bucarasica","Bucarasica","Norte De Santander","54109"
"Fiestas de Cachirá","Cachirá","Norte De Santander","54128"
"Fiestas de Cácota","Cácota","Norte De Santander","54125"
"Fiestas de Chinácota","Chinácota","Norte De Santander","54172"
"Fiestas de Chitagá","Chitagá","Norte De Santander","54174"
"Fiestas de Convención","Convención","Norte De Santander","54206"
"Fiestas de Cucuta","Cúcuta","Norte De Santander","54001"
"Fiestas de Cucutilla","Cucutilla","Norte De Santander","54223"
"Fiestas de Durania","Durania","Norte De Santander","54239"
"Fiestas de El Carmen","El Carmen","Norte De Santander","54245"
"Fiestas de El Tarra","El Tarra","Norte De Santander","54250"
"Fiestas de El Zulia","El Zulia","Norte De Santander","54261"
"Fiestas de Gramalote","Gramalote","Norte De Santander","54313"
"Fiestas de Hacarí","Hacarí","Norte De Santander","54344"
"Fiestas de Herrán","Herrán","Norte De Santander","54347"
"Fiestas de Labateca","Labateca","Norte De Santander","54377"
"Fiestas de La Esperanza","La Esperanza","Norte De Santander","54385"
"Fiestas de La Playa","La Playa","Norte De Santander","54398"
"Fiestas de Los Patios","Los Patios","Norte De Santander","54405"
"Fiestas de Lourdes","Lourdes","Norte De Santander","54418"
"Fiestas de Mutiscua","Mutiscua","Norte De Santander","54480"
"Fiestas de Ocaña","Ocaña","Norte De Santander","54498"
"Fiestas de Pamplona","Pamplona","Norte De Santander","54518"
"Fiestas de Pamplonita","Pamplonita","Norte De Santander","54520"
"Fiestas de Puerto Santander","Puerto Santander","Norte De Santander","54553"
"Fiestas de Ragonvalia","Ragonvalia","Norte De Santander","54599"
"Fiestas de Salazar","Salazar","Norte De Santander","54660"
"Fiestas de San Calixto","San Calixto","Norte De Santander","54670"
"Fiestas de San Cayetano","San Cayetano","Norte De Santander","54673"
"Fiestas de Santiago","Santiago","Norte De Santander","54680"
"Fiestas de Sardinata","Sardinata","Norte De Santander","54720"
"Fiestas de Silos","Silos","Norte De Santander","54743"
"Fiestas de Teorama","Teorama","Norte De Santander","54800"
"Fiestas de Tibú","Tibú","Norte De Santander","54810"
"Fiestas de Toledo","Toledo","Norte De Santander","54820"
"Fiestas de Villa Caro","Villa Caro","Norte De Santander","54871"
"Fiestas de Villa del Rosario","Villa del Rosario","Norte De Santander","54874"
"Fiestas de Colón","Colón","Putumayo","86219"
"Fiestas de Leguízamo","Leguízamo","Putumayo","86573"
"Fiestas de Mocoa","Mocoa","Putumayo","86001"
"Fiestas de Orito","Orito","Putumayo","86320"
"Fiestas de Puerto Asís","Puerto Asís","Putumayo","86568"
"Fiestas de Puerto Caicedo","Puerto Caicedo","Putumayo","86569"
"Fiestas de Puerto Guzmán","Puerto Guzmán","Putumayo","86571"
"Fiestas de San Francisco","San Francisco","Putumayo","86755"
"Fiestas de San Miguel","San Miguel","Putumayo","86757"
"Fiestas de Santiago","Santiago","Putumayo","86760"
"Fiestas de Sibundoy","Sibundoy","Putumayo","86749"
"Fiestas de Valle del Guamuez","Valle del Guamuez","Putumayo","86865"
"Fiestas de Villagarzón","Villagarzón","Putumayo","86885"
"Fiestas de Armenia","Armenia","Quindio","63001"
"Fiestas de Buenavista","Buenavista","Quindio","63111"
"Fiestas de Calarca","Calarca","Quindio","63130"
"Fiestas de Circasia","Circasia","Quindio","63190"
"Fiestas de Córdoba","Córdoba","Quindio","63212"
"Fiestas de Filandia","Filandia","Quindio","63272"
"Fiestas de Génova","Génova","Quindio","63302"
"Fiestas de La Tebaida","La Tebaida","Quindio","63401"
"Fiestas de Montenegro","Montenegro","Quindio","63470"
"Fiestas de Pijao","Pijao","Quindio","63548"
"Fiestas de Quimbaya","Quimbaya","Quindio","63594"
"Fiestas de Salento","Salento","Quindio","63690"
"Fiestas de Apía","Apía","Risaralda","66045"
"Fiestas de Balboa","Balboa","Risaralda","66075"
"Fiestas de Belén de Umbría","Belén de Umbría","Risaralda","66088"
"Fiestas de Dosquebradas","Dosquebradas","Risaralda","66170"
"Fiestas de Guática","Guática","Risaralda","66318"
"Fiestas de La Celia","La Celia","Risaralda","66383"
"Fiestas de La Virginia","La Virginia","Risaralda","66400"
"Fiestas de Marsella","Marsella","Risaralda","66440"
