nombre,municipio,departamento,codigo_dane
"Fiestas de Luruaco","Luruaco","Atlántico","08421"
"Fiestas de Malambo","Malambo","Atlántico","08433"
"Fiestas de Manatí","Manatí","Atlántico","08436"
"Fiestas de Palmar de Varela","Palmar de Varela","Atlántico","08520"
"Fiestas de Piojó","Piojó","Atlántico","08549"
"Fiestas de Polonuevo","Polonuevo","Atlántico","08558"
"Fiestas de Ponedera","Ponedera","Atlántico","08560"
"Fiestas de Puerto Colombia","Puerto Colombia","Atlántico","08573"
"Fiestas de Repelón","Repelón","Atlántico","08606"
"Fiestas de Sabanagrande","Sabanagrande","Atlántico","08634"
"Fiestas de Sabanalarga","Sabanalarga","Atlántico","08638"
"Fiestas de Santa Lucía","Santa Lucía","Atlántico","08675"
"Fiestas de Santo Tomás","Santo Tomás","Atlántico","08685"
"Fiestas de Soledad","Soledad","Atlántico","08758"
"Fiestas de Suan","Suan","Atlántico","08770"
"Fiestas de Tubará","Tubará","Atlántico","08832"
"Fiestas de Usiacurí","Usiacurí","Atlántico","08849"
"Fiestas de Achí","Achí","Bolívar","13006"
"Fiestas de Altos del Rosario","Altos del Rosario","Bolívar","13030"
"Fiestas de Arenal","Arenal","Bolívar","13042"
"Fiestas de Arjona","Arjona","Bolívar","13052"
"Fiestas de Arroyohondo","Arroyohondo","Bolívar","13062"
"Fiestas de Barranco de Loba","Barranco de Loba","Bolívar","13074"
"Fiestas de Calamar","Calamar","Bolívar","13140"
"Fiestas de Cantagallo","Cantagallo","Bolívar","13160"
"Fiestas de Cartagena","Cartagena","Bolívar","13001"
"Fiestas de Cicuco","Cicuco","Bolívar","13188"
"Fiestas de Clemencia","Clemencia","Bolívar","13222"
"Fiestas de Córdoba","Córdoba","Bolívar","13212"
"Fiestas de El Carmen de Bolívar","El Carmen de Bolívar","Bolívar","13244"
"Fiestas de El Guamo","El Guamo","Bolívar","13248"
"Fiestas de El Peñón","El Peñón","Bolívar","13268"
"Fiestas de Hatillo de Loba","Hatillo de Loba","Bolívar","13300"
"Fiestas de Magangué","Magangué","Bolívar","13430"
"Fiestas de Mahates","Mahates","Bolívar","13433"
"Fiestas de Margarita","Margarita","Bolívar","13440"
"Fiestas de María La Baja","María La Baja","Bolívar","13442"
"Fiestas de Mompós","Mompós","Bolívar","13468"
"Fiestas de Montecristo","Montecristo","Bolívar","13458"
"Fiestas de Morales","Morales","Bolívar","13473"
"Fiestas de Pinillos","Pinillos","Bolívar","13549"
"Fiestas de Regidor","Regidor","Bolívar","13580"
"Fiestas de Río Viejo","Río Viejo","Bolívar","13600"
"Fiestas de San Cristóbal","San Cristóbal","Bolívar","13620"
"Fiestas de San Estanislao","San Estanislao","Bolívar","13647"
"Fiestas de San Fernando","San Fernando","Bolívar","13650"
"Fiestas de San Jacinto","San Jacinto","Bolívar","13654"
"Fiestas de San Jacinto del Cauca","San Jacinto del Cauca","Bolívar","13655"
"Fiestas de San Juan Nepomuceno","San Juan Nepomuceno","Bolívar","13657"
"Fiestas de San Martín de Loba","San Martín de Loba","Bolívar","13667"
"Fiestas de San Pablo","San Pablo","Bolívar","13670"
"Fiestas de Santa Catalina","Santa Catalina","Bolívar","13673"
"Fiestas de Santa Rosa","Santa Rosa","Bolívar","13683"
"Fiestas de Santa Rosa del Sur","Santa Rosa del Sur","Bolívar","13688"
"Fiestas de Simití","Simití","Bolívar","13744"
"Fiestas de Soplaviento","Soplaviento","Bolívar","13760"
"Fiestas de Talaigua Nuevo","Talaigua Nuevo","Bolívar","13780"
"Fiestas de Tiquisio","Tiquisio","Bolívar","13810"
"Fiestas de Turbaco","Turbaco","Bolívar","13836"
"Fiestas de Turbaná","Turbaná","Bolívar","13838"
"Fiestas de Villanueva","Villanueva","Bolívar","13873"
"Fiestas de Zambrano","Zambrano","Bolívar","13894"
"Fiestas de Almeida","Almeida","Boyacá","15022"
"Fiestas de Aquitania","Aquitania","Boyacá","15047"
"Fiestas de Arcabuco","Arcabuco","Boyacá","15051"
"Fiestas de Belén","Belén","Boyacá","15087"
"Fiestas de Berbeo","Berbeo","Boyacá","15090"
"Fiestas de Betéitiva","Betéitiva","Boyacá","15092"
"Fiestas de Boavita","Boavita","Boyacá","15097"
"Fiestas de Boyacá","Boyacá","Boyacá","15104"
"Fiestas de Briceño","Briceño","Boyacá","15106"
"Fiestas de Buenavista","Buenavista","Boyacá","15109"
"Fiestas de Busbanzá","Busbanzá","Boyacá","15114"
"Fiestas de Caldas","Caldas","Boyacá","15131"
"Fiestas de Campohermoso","Campohermoso","Boyacá","15135"
"Fiestas de Cerinza","Cerinza","Boyacá","15162"
"Fiestas de Chinavita","Chinavita","Boyacá","15172"
"Fiestas de Chiquinquirá","Chiquinquirá","Boyacá","15176"
"Fiestas de Chíquiza","Chíquiza","Boyacá","15232"
"Fiestas de Chiscas","Chiscas","Boyacá","15180"
"Fiestas de Chita","Chita","Boyacá","15183"
"Fiestas de Chitaraque","Chitaraque","Boyacá","15185"
"Fiestas de Chivatá","Chivatá","Boyacá","15187"
"Fiestas de Chivor","Chivor","Boyacá","15236"
"Fiestas de Ciénega","Ciénega","Boyacá","15189"
"Fiestas de Cómbita","Cómbita","Boyacá","15204"
"Fiestas de Coper","Coper","Boyacá","15212"
"Fiestas de Corrales","Corrales","Boyacá","15215"
"Fiestas de Covarachía","Covarachía","Boyacá","15218"
"Fiestas de Cubará","Cubará","Boyacá","15223"
"Fiestas de Cucaita","Cucaita","Boyacá","15224"
"Fiestas de Cuítiva","Cuítiva","Boyacá","15226"
"Fiestas de Duitama","Duitama","Boyacá","15238"
"Fiestas de El Cocuy","El Cocuy","Boyacá","15244"
"Fiestas de El Espino","El Espino","Boyacá","15248"
"Fiestas de Firavitoba","Firavitoba","Boyacá","15272"
"Fiestas de Floresta","Floresta","Boyacá","15276"
"Fiestas de Gachantivá","Gachantivá","Boyacá","15293"
"Fiestas de Gameza","Gameza","Boyacá","15296"
"Fiestas de Garagoa","Garagoa","Boyacá","15299"
"Fiestas de Guacamayas","Guacamayas","Boyacá","15317"
"Fiestas de Guateque","Guateque","Boyacá","15322"
"Fiestas de Guayatá","Guayatá","Boyacá","15325"
"Fiestas de Güicán","Güicán","Boyacá","15332"
"Fiestas de Iza","Iza","Boyacá","15362"
"Fiestas de Jenesano","Jenesano","Boyacá","15367"
"Fiestas de Jericó","Jericó","Boyacá","15368"
"Fiestas de Labranzagrande","Labranzagrande","Boyacá","15377"
"Fiestas de La Capilla","La Capilla","Boyacá","15380"
"Fiestas de La Uvita","La Uvita","Boyacá","15403"
"Fiestas de La Victoria","La Victoria","Boyacá","15401"
"Fiestas de Macanal","Macanal","Boyacá","15425"
"Fiestas de Maripí","Maripí","Boyacá","15442"
"Fiestas de Miraflores","Miraflores","Boyacá","15455"
"Fiestas de Mongua","Mongua","Boyacá","15464"
"Fiestas de Monguí","Monguí","Boyacá","15466"
"Fiestas de Moniquirá","Moniquirá","Boyacá","15469"
"Fiestas de Motavita","Motavita","Boyacá","15476"
"Fiestas de Muzo","Muzo","Boyacá","15480"
"Fiestas de Nobsa","Nobsa","Boyacá","15491"
"Fiestas de Nuevo Colón","Nuevo Colón","Boyacá","15494"
"Fiestas de Oicatá","Oicatá","Boyacá","15500"
"Fiestas de Otanche","Otanche","Boyacá","15507"
"Fiestas de Pachavita","Pachavita","Boyacá","15511"
"Fiestas de Páez","Páez","Boyacá","15514"
"Fiestas de Paipa","Paipa","Boyacá","15516"
"Fiestas de Pajarito","Pajarito","Boyacá","15518"
"Fiestas de Panqueba","Panqueba","Boyacá","15522"
"Fiestas de Pauna","Pauna","Boyacá","15531"
"Fiestas de Paya","Paya","Boyacá","15533"
"Fiestas de Paz de Río","Paz de Río","Boyacá","15537"
"Fiestas de Pesca","Pesca","Boyacá","15542"
"Fiestas de Pisba","Pisba","Boyacá","15550"
"Fiestas de Puerto Boyacá","Puerto Boyacá","Boyacá","15572"
"Fiestas de Quípama","Quípama","Boyacá","15580"
"Fiestas de Ramiriquí","Ramiriquí","Boyacá","15599"
"Fiestas de Ráquira","Ráquira","Boyacá","15600"
"Fiestas de Rondón","Rondón","Boyacá","15621"
"Fiestas de Saboyá","Saboyá","Boyacá","15632"
"Fiestas de Sáchica","Sáchica","Boyacá","15638"
"Fiestas de Samacá","Samacá","Boyacá","15646"
"Fiestas de San Eduardo","San Eduardo","Boyacá","15660"
"Fiestas de San José de Pare","San José de Pare","Boyacá","15664"
"Fiestas de San Luis de Gaceno","San Luis de Gaceno","Boyacá","15667"
"Fiestas de San Mateo","San Mateo","Boyacá","15673"
"Fiestas de San Miguel de Sema","San Miguel de Sema","Boyacá","15676"
"Fiestas de San Pablo de Borbur","San Pablo de Borbur","Boyacá","15681"
"Fiestas de Santa María","Santa María","Boyacá","15690"
"Fiestas de Santana","Santana","Boyacá","15686"
"Fiestas de Santa Rosa de Viterbo","Santa Rosa de Viterbo","Boyacá","15693"
"Fiestas de Santa Sofía","Santa Sofía","Boyacá","15696"
"Fiestas de Sativanorte","Sativanorte","Boyacá","15720"
"Fiestas de Sativasur","Sativasur","Boyacá","15723"
"Fiestas de Siachoque","Siachoque","Boyacá","15740"
"Fiestas de Soatá","Soatá","Boyacá","15753"
"Fiestas de Socha","Socha","Boyacá","15757"
"Fiestas de Socotá","Socotá","Boyacá","15755"
"Fiestas de Sogamoso","Sogamoso","Boyacá","15759"
"Fiestas de Somondoco","Somondoco","Boyacá","15761"
"Fiestas de Sora","Sora","Boyacá","15762"
"Fiestas de Soracá","Soracá","Boyacá","15764"
"Fiestas de Sotaquirá","Sotaquirá","Boyacá","15763"
"Fiestas de Susacón","Susacón","Boyacá","15774"
"Fiestas de Sutamarchán","Sutamarchán","Boyacá","15776"
"Fiestas de Sutatenza","Sutatenza","Boyacá","15778"
"Fiestas de Tasco","Tasco","Boyacá","15790"
"Fiestas de Tenza","Tenza","Boyacá","15798"
"Fiestas de Tibaná","Tibaná","Boyacá","15804"
"Fiestas de Tibasosa","Tibasosa","Boyacá","15806"
"Fiestas de Tinjacá","Tinjacá","Boyacá","15808"
"Fiestas de Tipacoque","Tipacoque","Boyacá","15810"
"Fiestas de Toca","Toca","Boyacá","15814"
"Fiestas de Togüí","Togüí","Boyacá","15816"
"Fiestas de Tópaga","Tópaga","Boyacá","15820"
"Fiestas de Tota","Tota","Boyacá","15822"
"Fiestas de Tunja","Tunja","Boyacá","15001"
"Fiestas de Tununguá","Tununguá","Boyacá","15832"
"Fiestas de Turmequé","Turmequé","Boyacá","15835"
"Fiestas de Tuta","Tuta","Boyacá","15837"
"Fiestas de Tutazá","Tutazá","Boyacá","15839"
"Fiestas de Umbita","Umbita","Boyacá","15842"
"Fiestas de Ventaquemada","Ventaquemada","Boyacá","15861"
"Fiestas de Villa de Leyva","Villa de Leyva","Boyacá","15407"
"Fiestas de Viracachá","Viracachá","Boyacá","15879"
"Fiestas de Zetaquira","Zetaquira","Boyacá","15897"
"Fiestas de Aguadas","Aguadas","Caldas","17013"
"Fiestas de Anserma","Anserma","Caldas","17042"
"Fiestas de Aranzazu","Aranzazu","Caldas","17050"
"Fiestas de Belalcázar","Belalcázar","Caldas","17088"
"Fiestas de Chinchiná","Chinchiná","Caldas","17174"
"Fiestas de Filadelfia","Filadelfia","Caldas","17272"
"Fiestas de La Dorada","La Dorada","Caldas","17380"
"Fiestas de La Merced","La Merced","Caldas","17388"
"Fiestas de Manizales","Manizales","Caldas","17001"
"Fiestas de Manzanares","Manzanares","Caldas","17433"
"Fiestas de Marmato","Marmato","Caldas","17442"
"Fiestas de Marquetalia","Marquetalia","Caldas","17444"
"Fiestas de Marulanda","Marulanda","Caldas","17446"
"Fiestas de Neira","Neira","Caldas","17486"
"Fiestas de Norcasia","Norcasia","Caldas","17495"
"Fiestas de Pácora","Pácora","Caldas","17513"
"Fiestas de Palestina","Palestina","Caldas","17524"
"Fiestas de Pensilvania","Pensilvania","Caldas","17541"
"Fiestas de Riosucio","Riosucio","Caldas","17614"
"Fiestas de Risaralda","Risaralda","Caldas","17616"
"Fiestas de Salamina","Salamina","Caldas","17653"
"Fiestas de Samaná","Samaná","Caldas","17662"
"Fiestas de San José","San José","Caldas","17665"
"Fiestas de Supía","Supía","Caldas","17777"
"Fiestas de Victoria","Victoria","Caldas","17867"
"Fiestas de Villamaría","Villamaría","Caldas","17873"
"Fiestas de Viterbo","Viterbo","Caldas","17877"
"Fiestas de Albania","Albania","Caquetá","18029"
"Fiestas de Belén de Los Andaquies","Belén de Los Andaquies","Caquetá","18094"
"Fiestas de Cartagena del Chairá","Cartagena del Chairá","Caquetá","18150"
"Fiestas de Curillo","Curillo","Caquetá","18205"
"Fiestas de El Doncello","El Doncello","Caquetá","18247"
"Fiestas de El Paujil","El Paujil","Caquetá","18256"
"Fiestas de Florencia","Florencia","Caquetá","18001"
"Fiestas de La Montañita","La Montañita","Caquetá","18410"
"Fiestas de Milán","Milán","Caquetá","18460"
"Fiestas de Morelia","Morelia","Caquetá","18479"
"Fiestas de Puerto Rico","Puerto Rico","Caquetá","18592"
"Fiestas de San José del Fragua","San José del Fragua","Caquetá","18610"
"Fiestas de San Vicente del Caguán","San Vicente del Caguán","Caquetá","18753"
"Fiestas de Solano","Solano","Caquetá","18756"
"Fiestas de Solita","Solita","Caquetá","18785"
"Fiestas de Valparaíso","Valparaíso","Caquetá","18860"
"Fiestas de Aguazul","Aguazul","Casanare","85010"
"Fiestas de Chameza","Chameza","Casanare","85015"
"Fiestas de Hato Corozal","Hato Corozal","Casanare","85125"
"Fiestas de La Salina","La Salina","Casanare","85136"
"Fiestas de Maní","Maní","Casanare","85139"
"Fiestas de Monterrey","Monterrey","Casanare","85162"
"Fiestas de Nunchía","Nunchía","Casanare","85225"
"Fiestas de Orocué","Orocué","Casanare","85230"
"Fiestas de Paz de Ariporo","Paz de Ariporo","Casanare","85250"
"Fiestas de Pore","Pore","Casanare","85263"
"Fiestas de Recetor","Recetor","Casanare","85279"
"Fiestas de Sabanalarga","Sabanalarga","Casanare","85300"
"Fiestas de Sácama","Sácama","Casanare","85315"
"Fiestas de San Luis de Palenque","San Luis de Palenque","Casanare","85325"
"Fiestas de Támara","Támara","Casanare","85400"
"Fiestas de Tauramena","Tauramena","Casanare","85410"
"Fiestas de Trinidad","Trinidad","Casanare","85430"
"Fiestas de Villanueva","Villanueva","Casanare","85440"
"Fiestas de Yopal","Yopal","Casanare","85001"
"Fiestas de Almaguer","Almaguer","Cauca","19022"
"Fiestas de Argelia","Argelia","Cauca","19050"
"Fiestas de Balboa","Balboa","Cauca","19075"
"Fiestas de Bolívar","Bolívar","Cauca","19100"
"Fiestas de Buenos Aires","Buenos Aires","Cauca","19110"
"Fiestas de Cajibío","Cajibío","Cauca","19130"
"Fiestas de Caldono","Caldono","Cauca","19137"
"Fiestas de Caloto","Caloto","Cauca","19142"
"Fiestas de Corinto","Corinto","Cauca","19212"
"Fiestas de El Tambo","El Tambo","Cauca","19256"
"Fiestas de Florencia","Florencia","Cauca","19290"
"Fiestas de Guapi","Guapi","Cauca","19318"
"Fiestas de Inzá","Inzá","Cauca","19355"
"Fiestas de Jambaló","Jambaló","Cauca","19364"
"Fiestas de La Sierra","La Sierra","Cauca","19392"
"Fiestas de La Vega","La Vega","Cauca","19397"
"Fiestas de López","López","Cauca","19418"
"Fiestas de Mercaderes","Mercaderes","Cauca","19450"
"Fiestas de Miranda","Miranda","Cauca","19455"
"Fiestas de Morales","Morales","Cauca","19473"
"Fiestas de Padilla","Padilla","Cauca","19513"
"Fiestas de Paez","Paez","Cauca","19517"
"Fiestas de Patía","Patía","Cauca","19532"
"Fiestas de Piamonte","Piamonte","Cauca","19533"
"Fiestas de Piendamó","Piendamó","Cauca","19548"
"Fiestas de Popayán","Popayán","Cauca","19001"
"Fiestas de Puerto Tejada","Puerto Tejada","Cauca","19573"
"Fiestas de Puracé","Puracé","Cauca","19585"
"Fiestas de Rosas","Rosas","Cauca","19622"
"Fiestas de San Sebastián","San Sebastián","Cauca","19693"
"Fiestas de Santander de Quilichao","Santander de Quilichao","Cauca","19698"
"Fiestas de Santa Rosa","Santa Rosa","Cauca","19701"
"Fiestas de Silvia","Silvia","Cauca","19743"
"Fiestas de Sotara","Sotara","Cauca","19760"
"Fiestas de Suárez","Suárez","Cauca","19780"
"Fiestas de Sucre","Sucre","Cauca","19785"
"Fiestas de Timbío","Timbío","Cauca","19807"
"Fiestas de Timbiquí","Timbiquí","Cauca","19809"
"Fiestas de Toribio","Toribio","Cauca","19821"
"Fiestas de Totoró","Totoró","Cauca","19824"
"Fiestas de Villa Rica","Villa Rica","Cauca","19845"
"Fiestas de Aguachica","Aguachica","Cesar","20011"
"Fiestas de Agustín Codazzi","Agustín Codazzi","Cesar","20013"
"Fiestas de Astrea","Astrea","Cesar","20032"
"Fiestas de Becerril","Becerril","Cesar","20045"
"Fiestas de Bosconia","Bosconia","Cesar","20060"
"Fiestas de Chimichagua","Chimichagua","Cesar","20175"
"Fiestas de Chiriguaná","Chiriguaná","Cesar","20178"
"Fiestas de Curumaní","Curumaní","Cesar","20228"
"Fiestas de El Copey","El Copey","Cesar","20238"
"Fiestas de El Paso","El Paso","Cesar","20250"
"Fiestas de Gamarra","Gamarra","Cesar","20295"
"Fiestas de González","González","Cesar","20310"
"Fiestas de La Gloria","La Gloria","Cesar","20383"
"Fiestas de La Jagua de Ibirico","La Jagua de Ibirico","Cesar","20400"
"Fiestas de La Paz","La Paz","Cesar","20621"
"Fiestas de Manaure","Manaure","Cesar","20443"
"Fiestas de Pailitas","Pailitas","Cesar","20517"
"Fiestas de Pelaya","Pelaya","Cesar","20550"
"Fiestas de Pueblo Bello","Pueblo Bello","Cesar","20570"
"Fiestas de Río de Oro","Río de Oro","Cesar","20614"
"Fiestas de San Alberto","San Alberto","Cesar","20710"
"Fiestas de San Diego","San Diego","Cesar","20750"
"Fiestas de San Martín","San Martín","Cesar","20770"
"Fiestas de Tamalameque","Tamalameque","Cesar","20787"
"Fiestas de Valledupar","Valledupar","Cesar","20001"
"Fiestas de Acandí","Acandí","Chocó","27006"
"Fiestas de Alto Baudo","Alto Baudo","Chocó","27025"
"Fiestas de Atrato","Atrato","Chocó","27050"
"Fiestas de Bagadó","Bagadó","Chocó","27073"
"Fiestas de Bahía Solano","Bahía Solano","Chocó","27075"
"Fiestas de Bajo Baudó","Bajo Baudó","Chocó","27077"
"Fiestas de Belén de Bajirá1","Belén de Bajirá1","Chocó","27086"
"Fiestas de Bojaya","Bojaya","Chocó","27099"
"Fiestas de Carmen del Darien","Carmen del Darien","Chocó","27150"
"Fiestas de Cértegui","Cértegui","Chocó","27160"
"Fiestas de Condoto","Condoto","Chocó","27205"
"Fiestas de El Cantón del San Pablo","El Cantón del San Pablo","Chocó","27135"
"Fiestas de El Carmen de Atrato","El Carmen de Atrato","Chocó","27245"
