nombre,municipio,departamento,codigo_dane
"Fiestas de Florián","Florián","Santander","68271"
"Fiestas de Floridablanca","Floridablanca","Santander","68276"
"Fiestas de Galán","Galán","Santander","68296"
"Fiestas de Gambita","Gambita","Santander","68298"
"Fiestas de Girón","Girón","Santander","68307"
"Fiestas de Guaca","Guaca","Santander","68318"
"Fiestas de Guadalupe","Guadalupe","Santander","68320"
"Fiestas de Guapotá","Guapotá","Santander","68322"
"Fiestas de Guavatá","Guavatá","Santander","68324"
"Fiestas de Güepsa","Güepsa","Santander","68327"
"Fiestas de Hato","Hato","Santander","68344"
"Fiestas de Jesús María","Jesús María","Santander","68368"
"Fiestas de Jordán","Jordán","Santander","68370"
"Fiestas de La Belleza","La Belleza","Santander","68377"
"Fiestas de Landázuri","Landázuri","Santander","68385"
"Fiestas de La Paz","La Paz","Santander","68397"
"Fiestas de Lebríja","Lebríja","Santander","68406"
"Fiestas de Los Santos","Los Santos","Santander","68418"
"Fiestas de Macaravita","Macaravita","Santander","68425"
"Fiestas de Málaga","Málaga","Santander","68432"
"Fiestas de Matanza","Matanza","Santander","68444"
"Fiestas de Mogotes","Mogotes","Santander","68464"
"Fiestas de Molagavita","Molagavita","Santander","68468"
"Fiestas de Ocamonte","Ocamonte","Santander","68498"
"Fiestas de Oiba","Oiba","Santander","68500"
"Fiestas de Onzaga","Onzaga","Santander","68502"
"Fiestas de Palmar","Palmar","Santander","68522"
"Fiestas de Palmas del Socorro","Palmas del Socorro","Santander","68524"
"Fiestas de Páramo","Páramo","Santander","68533"
"Fiestas de Piedecuesta","Piedecuesta","Santander","68547"
"Fiestas de Pinchote","Pinchote","Santander","68549"
"Fiestas de Puente Nacional","Puente Nacional","Santander","68572"
"Fiestas de Puerto Parra","Puerto Parra","Santander","68573"
"Fiestas de Puerto Wilches","Puerto Wilches","Santander","68575"
"Fiestas de Rionegro","Rionegro","Santander","68615"
"Fiestas de Sabana de Torres","Sabana de Torres","Santander","68655"
"Fiestas de San Andrés","San Andrés","Santander","68669"
"Fiestas de San Benito","San Benito","Santander","68673"
"Fiestas de San Gil","San Gil","Santander","68679"
"Fiestas de San Joaquín","San Joaquín","Santander","68682"
"Fiestas de San José de Miranda","San José de Miranda","Santander","68684"
"Fiestas de San Miguel","San Miguel","Santander","68686"
"Fiestas de Santa Bárbara","Santa Bárbara","Santander","68705"
"Fiestas de Santa Helena del Opón","Santa Helena del Opón","Santander","68720"
"Fiestas de San Vicente de Chucurí","San Vicente de Chucurí","Santander","68689"
"Fiestas de Simacota","Simacota","Santander","68745"
"Fiestas de Socorro","Socorro","Santander","68755"
"Fiestas de Suaita","Suaita","Santander","68770"
"Fiestas de Sucre","Sucre","Santander","68773"
"Fiestas de Suratá","Suratá","Santander","68780"
"Fiestas de Tona","Tona","Santander","68820"
"Fiestas de Valle de San José","Valle de San José","Santander","68855"
"Fiestas de Vélez","Vélez","Santander","68861"
"Fiestas de Vetas","Vetas","Santander","68867"
"Fiestas de Villanueva","Villanueva","Santander","68872"
"Fiestas de Zapatoca","Zapatoca","Santander","68895"
"Fiestas de Buenavista","Buenavista","Sucre","70110"
"Fiestas de Caimito","Caimito","Sucre","70124"
"Fiestas de Chalán","Chalán","Sucre","70230"
"Fiestas de Coloso","Coloso","Sucre","70204"
"Fiestas de Corozal","Corozal","Sucre","70215"
"Fiestas de Coveñas","Coveñas","Sucre","70221"
"Fiestas de El Roble","El Roble","Sucre","70233"
"Fiestas de Galeras","Galeras","Sucre","70235"
"Fiestas de Guaranda","Guaranda","Sucre","70265"
"Fiestas de La Unión","La Unión","Sucre","70400"
"Fiestas de Los Palmitos","Los Palmitos","Sucre","70418"
"Fiestas de Majagual","Majagual","Sucre","70429"
"Fiestas de Morroa","Morroa","Sucre","70473"
"Fiestas de Ovejas","Ovejas","Sucre","70508"
"Fiestas de Palmito","Palmito","Sucre","70523"
"Fiestas de Sampués","Sampués","Sucre","70670"
"Fiestas de San Benito Abad","San Benito Abad","Sucre","70678"
"Fiestas de San Juan de Betulia","San Juan de Betulia","Sucre","70702"
"Fiestas de San Luis de Sincé","San Luis de Sincé","Sucre","70742"
"Fiestas de San Marcos","San Marcos","Sucre","70708"
"Fiestas de San Onofre","San Onofre","Sucre","70713"
"Fiestas de San Pedro","San Pedro","Sucre","70717"
"Fiestas de Santiago de Tolú","Santiago de Tolú","Sucre","70820"
"Fiestas de Sincelejo","Sincelejo","Sucre","70001"
"Fiestas de Sucre","Sucre","Sucre","70771"
"Fiestas de Tolú Viejo","Tolú Viejo","Sucre","70823"
"Fiestas de Alpujarra","Alpujarra","Tolima","73024"
"Fiestas de Alvarado","Alvarado","Tolima","73026"
"Fiestas de Ambalema","Ambalema","Tolima","73030"
"Fiestas de Anzoátegui","Anzoátegui","Tolima","73043"
"Fiestas de Armero","Armero","Tolima","73055"
"Fiestas de Ataco","Ataco","Tolima","73067"
"Fiestas de Cajamarca","Cajamarca","Tolima","73124"
"Fiestas de Carmen de Apicalá","Carmen de Apicalá","Tolima","73148"
"Fiestas de Casabianca","Casabianca","Tolima","73152"
"Fiestas de Chaparral","Chaparral","Tolima","73168"
"Fiestas de Coello","Coello","Tolima","73200"
"Fiestas de Coyaima","Coyaima","Tolima","73217"
"Fiestas de Cunday","Cunday","Tolima","73226"
"Fiestas de Dolores","Dolores","Tolima","73236"
"Fiestas de Espinal","Espinal","Tolima","73268"
"Fiestas de Falan","Falan","Tolima","73270"
"Fiestas de Flandes","Flandes","Tolima","73275"
"Fiestas de Fresno","Fresno","Tolima","73283"
"Fiestas de Guamo","Guamo","Tolima","73319"
"Fiestas de Herveo","Herveo","Tolima","73347"
"Fiestas de Honda","Honda","Tolima","73349"
"Fiestas de Ibagué","Ibagué","Tolima","73001"
"Fiestas de Icononzo","Icononzo","Tolima","73352"
"Fiestas de Lérida","Lérida","Tolima","73408"
"Fiestas de Líbano","Líbano","Tolima","73411"
"Fiestas de Mariquita","Mariquita","Tolima","73443"
"Fiestas de Melgar","Melgar","Tolima","73449"
"Fiestas de Murillo","Murillo","Tolima","73461"
"Fiestas de Natagaima","Natagaima","Tolima","73483"
"Fiestas de Ortega","Ortega","Tolima","73504"
"Fiestas de Palocabildo","Palocabildo","Tolima","73520"
"Fiestas de Piedras","Piedras","Tolima","73547"
"Fiestas de Planadas","Planadas","Tolima","73555"
"Fiestas de Prado","Prado","Tolima","73563"
"Fiestas de Purificación","Purificación","Tolima","73585"
"Fiestas de Rioblanco","Rioblanco","Tolima","73616"
"Fiestas de Roncesvalles","Roncesvalles","Tolima","73622"
"Fiestas de Rovira","Rovira","Tolima","73624"
"Fiestas de Saldaña","Saldaña","Tolima","73671"
"Fiestas de San Antonio","San Antonio","Tolima","73675"
"Fiestas de San Luis","San Luis","Tolima","73678"
"Fiestas de Santa Isabel","Santa Isabel","Tolima","73686"
"Fiestas de Suárez","Suárez","Tolima","73770"
"Fiestas de Valle de San Juan","Valle de San Juan","Tolima","73854"
"Fiestas de Venadillo","Venadillo","Tolima","73861"
"Fiestas de Villahermosa","Villahermosa","Tolima","73870"
"Fiestas de Villarrica","Villarrica","Tolima","73873"
"Fiestas de Alcalá","Alcalá","Valle Del Cauca","76020"
"Fiestas de Andalucía","Andalucía","Valle Del Cauca","76036"
"Fiestas de Ansermanuevo","Ansermanuevo","Valle Del Cauca","76041"
"Fiestas de Argelia","Argelia","Valle Del Cauca","76054"
"Fiestas de Bolívar","Bolívar","Valle Del Cauca","76100"
"Fiestas de Buenaventura","Buenaventura","Valle Del Cauca","76109"
"Fiestas de Bugalagrande","Bugalagrande","Valle Del Cauca","76113"
"Fiestas de Caicedonia","Caicedonia","Valle Del Cauca","76122"
"Fiestas de Cali","Cali","Valle Del Cauca","76001"
"Fiestas de Calima","Calima","Valle Del Cauca","76126"
"Fiestas de Candelaria","Candelaria","Valle Del Cauca","76130"
"Fiestas de Cartago","Cartago","Valle Del Cauca","76147"
"Fiestas de Dagua","Dagua","Valle Del Cauca","76233"
"Fiestas de El Águila","El Águila","Valle Del Cauca","76243"
"Fiestas de El Cairo","El Cairo","Valle Del Cauca","76246"
"Fiestas de El Cerrito","El Cerrito","Valle Del Cauca","76248"
"Fiestas de El Dovio","El Dovio","Valle Del Cauca","76250"
"Fiestas de Florida","Florida","Valle Del Cauca","76275"
"Fiestas de Ginebra","Ginebra","Valle Del Cauca","76306"
"Fiestas de Guacarí","Guacarí","Valle Del Cauca","76318"
"Fiestas de Guadalajara de Buga","Guadalajara de Buga","Valle Del Cauca","76111"
"Fiestas de Jamundí","Jamundí","Valle Del Cauca","76364"
"Fiestas de La Cumbre","La Cumbre","Valle Del Cauca","76377"
"Fiestas de La Unión","La Unión","Valle Del Cauca","76400"
"Fiestas de La Victoria","La Victoria","Valle Del Cauca","76403"
"Fiestas de Obando","Obando","Valle Del Cauca","76497"
"Fiestas de Palmira","Palmira","Valle Del Cauca","76520"
"Fiestas de Pradera","Pradera","Valle Del Cauca","76563"
"Fiestas de Restrepo","Restrepo","Valle Del Cauca","76606"
"Fiestas de Riofrío","Riofrío","Valle Del Cauca","76616"
"Fiestas de Roldanillo","Roldanillo","Valle Del Cauca","76622"
"Fiestas de San Pedro","San Pedro","Valle Del Cauca","76670"
"Fiestas de Sevilla","Sevilla","Valle Del Cauca","76736"
"Fiestas de Toro","Toro","Valle Del Cauca","76823"
