codigo_dane,municipio,departamento,sitio_1,maps_1,sitio_2,maps_2,sitio_3,maps_3,hotel_1,wa_1,hotel_2,wa_2,hotel_3,wa_3,enrichment_mode,enrichment_status
"05031","Amalfi","Antioquia","Parque principal de Amalfi","https://www.google.com/maps/search/Parque%20principal%20de%20Amalfi%2C%20Amalfi%2C%20Antioquia%2C%20Colombia","Iglesia principal de Amalfi","https://www.google.com/maps/search/Iglesia%20principal%20de%20Amalfi%2C%20Amalfi%2C%20Antioquia%2C%20Colombia","Mirador turístico de Amalfi","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Amalfi%2C%20Amalfi%2C%20Antioquia%2C%20Colombia","Hotel principal de Amalfi","https://www.google.com/search?q=Hotel%20principal%20de%20Amalfi%20en%20Amalfi%20Antioquia%20whatsapp","Hostal central de Amalfi","https://www.google.com/search?q=Hostal%20central%20de%20Amalfi%20en%20Amalfi%20Antioquia%20whatsapp","Alojamiento turístico de Amalfi","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Amalfi%20en%20Amalfi%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05034","Andes","Antioquia","Parque principal de Andes","https://www.google.com/maps/search/Parque%20principal%20de%20Andes%2C%20Andes%2C%20Antioquia%2C%20Colombia","Iglesia principal de Andes","https://www.google.com/maps/search/Iglesia%20principal%20de%20Andes%2C%20Andes%2C%20Antioquia%2C%20Colombia","Mirador turístico de Andes","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Andes%2C%20Andes%2C%20Antioquia%2C%20Colombia","Hotel principal de Andes","https://www.google.com/search?q=Hotel%20principal%20de%20Andes%20en%20Andes%20Antioquia%20whatsapp","Hostal central de Andes","https://www.google.com/search?q=Hostal%20central%20de%20Andes%20en%20Andes%20Antioquia%20whatsapp","Alojamiento turístico de Andes","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Andes%20en%20Andes%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05036","Angelopolis","Antioquia","Parque principal de Angelopolis","https://www.google.com/maps/search/Parque%20principal%20de%20Angelopolis%2C%20Angelopolis%2C%20Antioquia%2C%20Colombia","Iglesia principal de Angelopolis","https://www.google.com/maps/search/Iglesia%20principal%20de%20Angelopolis%2C%20Angelopolis%2C%20Antioquia%2C%20Colombia","Mirador turístico de Angelopolis","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Angelopolis%2C%20Angelopolis%2C%20Antioquia%2C%20Colombia","Hotel principal de Angelopolis","https://www.google.com/search?q=Hotel%20principal%20de%20Angelopolis%20en%20Angelopolis%20Antioquia%20whatsapp","Hostal central de Angelopolis","https://www.google.com/search?q=Hostal%20central%20de%20Angelopolis%20en%20Angelopolis%20Antioquia%20whatsapp","Alojamiento turístico de Angelopolis","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Angelopolis%20en%20Angelopolis%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05038","Angostura","Antioquia","Parque principal de Angostura","https://www.google.com/maps/search/Parque%20principal%20de%20Angostura%2C%20Angostura%2C%20Antioquia%2C%20Colombia","Iglesia principal de Angostura","https://www.google.com/maps/search/Iglesia%20principal%20de%20Angostura%2C%20Angostura%2C%20Antioquia%2C%20Colombia","Mirador turístico de Angostura","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Angostura%2C%20Angostura%2C%20Antioquia%2C%20Colombia","Hotel principal de Angostura","https://www.google.com/search?q=Hotel%20principal%20de%20Angostura%20en%20Angostura%20Antioquia%20whatsapp","Hostal central de Angostura","https://www.google.com/search?q=Hostal%20central%20de%20Angostura%20en%20Angostura%20Antioquia%20whatsapp","Alojamiento turístico de Angostura","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Angostura%20en%20Angostura%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05040","Anori","Antioquia","Parque principal de Anori","https://www.google.com/maps/search/Parque%20principal%20de%20Anori%2C%20Anori%2C%20Antioquia%2C%20Colombia","Iglesia principal de Anori","https://www.google.com/maps/search/Iglesia%20principal%20de%20Anori%2C%20Anori%2C%20Antioquia%2C%20Colombia","Mirador turístico de Anori","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Anori%2C%20Anori%2C%20Antioquia%2C%20Colombia","Hotel principal de Anori","https://www.google.com/search?q=Hotel%20principal%20de%20Anori%20en%20Anori%20Antioquia%20whatsapp","Hostal central de Anori","https://www.google.com/search?q=Hostal%20central%20de%20Anori%20en%20Anori%20Antioquia%20whatsapp","Alojamiento turístico de Anori","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Anori%20en%20Anori%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05044","Anza","Antioquia","Parque principal de Anza","https://www.google.com/maps/search/Parque%20principal%20de%20Anza%2C%20Anza%2C%20Antioquia%2C%20Colombia","Iglesia principal de Anza","https://www.google.com/maps/search/Iglesia%20principal%20de%20Anza%2C%20Anza%2C%20Antioquia%2C%20Colombia","Mirador turístico de Anza","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Anza%2C%20Anza%2C%20Antioquia%2C%20Colombia","Hotel principal de Anza","https://www.google.com/search?q=Hotel%20principal%20de%20Anza%20en%20Anza%20Antioquia%20whatsapp","Hostal central de Anza","https://www.google.com/search?q=Hostal%20central%20de%20Anza%20en%20Anza%20Antioquia%20whatsapp","Alojamiento turístico de Anza","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Anza%20en%20Anza%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05045","Apartado","Antioquia","Parque principal de Apartado","https://www.google.com/maps/search/Parque%20principal%20de%20Apartado%2C%20Apartado%2C%20Antioquia%2C%20Colombia","Iglesia principal de Apartado","https://www.google.com/maps/search/Iglesia%20principal%20de%20Apartado%2C%20Apartado%2C%20Antioquia%2C%20Colombia","Mirador turístico de Apartado","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Apartado%2C%20Apartado%2C%20Antioquia%2C%20Colombia","Hotel principal de Apartado","https://www.google.com/search?q=Hotel%20principal%20de%20Apartado%20en%20Apartado%20Antioquia%20whatsapp","Hostal central de Apartado","https://www.google.com/search?q=Hostal%20central%20de%20Apartado%20en%20Apartado%20Antioquia%20whatsapp","Alojamiento turístico de Apartado","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Apartado%20en%20Apartado%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05051","Arboletes","Antioquia","Parque principal de Arboletes","https://www.google.com/maps/search/Parque%20principal%20de%20Arboletes%2C%20Arboletes%2C%20Antioquia%2C%20Colombia","Iglesia principal de Arboletes","https://www.google.com/maps/search/Iglesia%20principal%20de%20Arboletes%2C%20Arboletes%2C%20Antioquia%2C%20Colombia","Mirador turístico de Arboletes","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Arboletes%2C%20Arboletes%2C%20Antioquia%2C%20Colombia","Hotel principal de Arboletes","https://www.google.com/search?q=Hotel%20principal%20de%20Arboletes%20en%20Arboletes%20Antioquia%20whatsapp","Hostal central de Arboletes","https://www.google.com/search?q=Hostal%20central%20de%20Arboletes%20en%20Arboletes%20Antioquia%20whatsapp","Alojamiento turístico de Arboletes","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Arboletes%20en%20Arboletes%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05055","Argelia","Antioquia","Parque principal de Argelia","https://www.google.com/maps/search/Parque%20principal%20de%20Argelia%2C%20Argelia%2C%20Antioquia%2C%20Colombia","Iglesia principal de Argelia","https://www.google.com/maps/search/Iglesia%20principal%20de%20Argelia%2C%20Argelia%2C%20Antioquia%2C%20Colombia","Mirador turístico de Argelia","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Argelia%2C%20Argelia%2C%20Antioquia%2C%20Colombia","Hotel principal de Argelia","https://www.google.com/search?q=Hotel%20principal%20de%20Argelia%20en%20Argelia%20Antioquia%20whatsapp","Hostal central de Argelia","https://www.google.com/search?q=Hostal%20central%20de%20Argelia%20en%20Argelia%20Antioquia%20whatsapp","Alojamiento turístico de Argelia","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Argelia%20en%20Argelia%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05059","Armenia","Antioquia","Parque principal de Armenia","https://www.google.com/maps/search/Parque%20principal%20de%20Armenia%2C%20Armenia%2C%20Antioquia%2C%20Colombia","Iglesia principal de Armenia","https://www.google.com/maps/search/Iglesia%20principal%20de%20Armenia%2C%20Armenia%2C%20Antioquia%2C%20Colombia","Mirador turístico de Armenia","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Armenia%2C%20Armenia%2C%20Antioquia%2C%20Colombia","Hotel principal de Armenia","https://www.google.com/search?q=Hotel%20principal%20de%20Armenia%20en%20Armenia%20Antioquia%20whatsapp","Hostal central de Armenia","https://www.google.com/search?q=Hostal%20central%20de%20Armenia%20en%20Armenia%20Antioquia%20whatsapp","Alojamiento turístico de Armenia","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Armenia%20en%20Armenia%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05079","Barbosa","Antioquia","Parque principal de Barbosa","https://www.google.com/maps/search/Parque%20principal%20de%20Barbosa%2C%20Barbosa%2C%20Antioquia%2C%20Colombia","Iglesia principal de Barbosa","https://www.google.com/maps/search/Iglesia%20principal%20de%20Barbosa%2C%20Barbosa%2C%20Antioquia%2C%20Colombia","Mirador turístico de Barbosa","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Barbosa%2C%20Barbosa%2C%20Antioquia%2C%20Colombia","Hotel principal de Barbosa","https://www.google.com/search?q=Hotel%20principal%20de%20Barbosa%20en%20Barbosa%20Antioquia%20whatsapp","Hostal central de Barbosa","https://www.google.com/search?q=Hostal%20central%20de%20Barbosa%20en%20Barbosa%20Antioquia%20whatsapp","Alojamiento turístico de Barbosa","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Barbosa%20en%20Barbosa%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05088","Bello","Antioquia","Parque principal de Bello","https://www.google.com/maps/search/Parque%20principal%20de%20Bello%2C%20Bello%2C%20Antioquia%2C%20Colombia","Iglesia principal de Bello","https://www.google.com/maps/search/Iglesia%20principal%20de%20Bello%2C%20Bello%2C%20Antioquia%2C%20Colombia","Mirador turístico de Bello","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Bello%2C%20Bello%2C%20Antioquia%2C%20Colombia","Hotel principal de Bello","https://www.google.com/search?q=Hotel%20principal%20de%20Bello%20en%20Bello%20Antioquia%20whatsapp","Hostal central de Bello","https://www.google.com/search?q=Hostal%20central%20de%20Bello%20en%20Bello%20Antioquia%20whatsapp","Alojamiento turístico de Bello","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Bello%20en%20Bello%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
"05086","Belmira","Antioquia","Parque principal de Belmira","https://www.google.com/maps/search/Parque%20principal%20de%20Belmira%2C%20Belmira%2C%20Antioquia%2C%20Colombia","Iglesia principal de Belmira","https://www.google.com/maps/search/Iglesia%20principal%20de%20Belmira%2C%20Belmira%2C%20Antioquia%2C%20Colombia","Mirador turístico de Belmira","https://www.google.com/maps/search/Mirador%20tur%C3%ADstico%20de%20Belmira%2C%20Belmira%2C%20Antioquia%2C%20Colombia","Hotel principal de Belmira","https://www.google.com/search?q=Hotel%20principal%20de%20Belmira%20en%20Belmira%20Antioquia%20whatsapp","Hostal central de Belmira","https://www.google.com/search?q=Hostal%20central%20de%20Belmira%20en%20Belmira%20Antioquia%20whatsapp","Alojamiento turístico de Belmira","https://www.google.com/search?q=Alojamiento%20tur%C3%ADstico%20de%20Belmira%20en%20Belmira%20Antioquia%20whatsapp","hybrid_seed","pendiente_validacion"
