Codigo_id,departamento,municipio,Subregion,habitantes,temperatura_promedio,altura,festival,fecha,sitio_1,maps_1,sitio_2,maps_2,sitio_3,maps_3,hotel_1,wa_1,hotel_2,wa_2,hotel_3,wa_3,codigo_dane
"25430","Cundinamarca","Madrid","","","","","","","","","","","","","","","","","","","25430"
"25436","Cundinamarca","Manta","","","","","","","","","","","","","","","","","","","25436"
"25438","Cundinamarca","Medina","","","","","","","","","","","","","","","","","","","25438"
"25473","Cundinamarca","Mosquera","","","","","","","","","","","","","","","","","","","25473"
"25483","Cundinamarca","Nariño","","","","","","","","","","","","","","","","","","","25483"
"25486","Cundinamarca","Nemocón","","","","","","","","","","","","","","","","","","","25486"
"25488","Cundinamarca","Nilo","","","","","","","","","","","","","","","","","","","25488"
"25489","Cundinamarca","Nimaima","","","","","","","","","","","","","","","","","","","25489"
"25491","Cundinamarca","Nocaima","","","","","","","","","","","","","","","","","","","25491"
"25506","Cundinamarca","Venecia","","","","","","","","","","","","","","","","","","","25506"
"25513","Cundinamarca","Pacho","","","","","","","","","","","","","","","","","","","25513"
"25518","Cundinamarca","Paime","","","","","","","","","","","","","","","","","","","25518"
"25524","Cundinamarca","Pandi","","","","","","","","","","","","","","","","","","","25524"
"25530","Cundinamarca","Paratebueno","","","","","","","","","","","","","","","","","","","25530"
"25535","Cundinamarca","Pasca","","","","","","","","","","","","","","","","","","","25535"
"25572","Cundinamarca","Puerto Salgar","","","","","","","","","","","","","","","","","","","25572"
"25580","Cundinamarca","Pulí","","","","","","","","","","","","","","","","","","","25580"
"25592","Cundinamarca","Quebradanegra","","","","","","","","","","","","","","","","","","","25592"
"25594","Cundinamarca","Quetame","","","","","","","","","","","","","","","","","","","25594"
"25596","Cundinamarca","Quipile","","","","","","","","","","","","","","","","","","","25596"
"25599","Cundinamarca","Apulo","","","","","","","","","","","","","","","","","","","25599"
"25612","Cundinamarca","Ricaurte","","","","","","","","","","","","","","","","","","","25612"
"25645","Cundinamarca","San Antonio del Tequendama","","","","","","","","","","","","","","","","","","","25645"
"25649","Cundinamarca","San Bernardo","","","","","","","","","","","","","","","","","","","25649"
"25653","Cundinamarca","San Cayetano","","","","","","","","","","","","","","","","","","","25653"
"25658","Cundinamarca","San Francisco","","","","","","","","","","","","","","","","","","","25658"
"25662","Cundinamarca","San Juan de Río Seco","","","","","","","","","","","","","","","","","","","25662"
"25718","Cundinamarca","Sasaima","","","","","","","","","","","","","","","","","","","25718"
"25736","Cundinamarca","Sesquilé","","","","","","","","","","","","","","","","","","","25736"
"25740","Cundinamarca","Sibaté","","","","","","","","","","","","","","","","","","","25740"
"25743","Cundinamarca","Silvania","","","","","","","","","","","","","","","","","","","25743"
"25745","Cundinamarca","Simijaca","","","","","","","","","","","","","","","","","","","25745"
"25754","Cundinamarca","Soacha","","","","","","","","","","","","","","","","","","","25754"
"25758","Cundinamarca","Sopó","","","","","","","","","","","","","","","","","","","25758"
"25769","Cundinamarca","Subachoque","","","","","","","","","","","","","","","","","","","25769"
"25772","Cundinamarca","Suesca","","","","","","","","","","","","","","","","","","","25772"
"25777","Cundinamarca","Supatá","","","","","","","","","","","","","","","","","","","25777"
"25779","Cundinamarca","Susa","","","","","","","","","","","","","","","","","","","25779"
"25781","Cundinamarca","Sutatausa","","","","","","","","","","","","","","","","","","","25781"
"25785","Cundinamarca","Tabio","","","","","","","","","","","","","","","","","","","25785"
"25793","Cundinamarca","Tausa","","","","","","","","","","","","","","","","","","","25793"
"25797","Cundinamarca","Tena","","","","","","","","","","","","","","","","","","","25797"
"25799","Cundinamarca","Tenjo","","","","","","","","","","","","","","","","","","","25799"
"25805","Cundinamarca","Tibacuy","","","","","","","","","","","","","","","","","","","25805"
"25807","Cundinamarca","Tibirita","","","","","","","","","","","","","","","","","","","25807"
"25815","Cundinamarca","Tocaima","","","","","","","","","","","","","","","","","","","25815"
"25817","Cundinamarca","Tocancipá","","","","","","","","","","","","","","","","","","","25817"
"25823","Cundinamarca","Topaipí","","","","","","","","","","","","","","","","","","","25823"
"25839","Cundinamarca","Ubalá","","","","","","","","","","","","","","","","","","","25839"
"25841","Cundinamarca","Ubaque","","","","","","","","","","","","","","","","","","","25841"
"25843","Cundinamarca","Villa de San Diego de Ubate","","","","","","","","","","","","","","","","","","","25843"
"25845","Cundinamarca","Une","","","","","","","","","","","","","","","","","","","25845"
"25851","Cundinamarca","Útica","","","","","","","","","","","","","","","","","","","25851"
"25862","Cundinamarca","Vergara","","","","","","","","","","","","","","","","","","","25862"
"25867","Cundinamarca","Vianí","","","","","","","","","","","","","","","","","","","25867"
"25871","Cundinamarca","Villagómez","","","","","","","","","","","","","","","","","","","25871"
"25873","Cundinamarca","Villapinzón","","","","","","","","","","","","","","","","","","","25873"
"25875","Cundinamarca","Villeta","","","","","","","","","","","","","","","","","","","25875"
"25878","Cundinamarca","Viotá","","","","","","","","","","","","","","","","","","","25878"
"25885","Cundinamarca","Yacopí","","","","","","","","","","","","","","","","","","","25885"
"25898","Cundinamarca","Zipacón","","","","","","","","","","","","","","","","","","","25898"
"25899","Cundinamarca","Zipaquirá","","","","","","","","","","","","","","","","","","","25899"
"27001","Chocó","Quibdó","","","","","","","","","","","","","","","","","","","27001"
"27006","Chocó","Acandí","","","","","","","","","","","","","","","","","","","27006"
"27025","Chocó","Alto Baudo","","","","","","","","","","","","","","","","","","","27025"
"27050","Chocó","Atrato","","","","","","","","","","","","","","","","","","","27050"
"27073","Chocó","Bagadó","","","","","","","","","","","","","","","","","","","27073"
"27075","Chocó","Bahía Solano","","","","","","","","","","","","","","","","","","","27075"
"27077","Chocó","Bajo Baudó","","","","","","","","","","","","","","","","","","","27077"
"27086","Chocó","Belén de Bajirá1","","","","","","","","","","","","","","","","","","","27086"
"27099","Chocó","Bojaya","","","","","","","","","","","","","","","","","","","27099"
"27135","Chocó","El Cantón del San Pablo","","","","","","","","","","","","","","","","","","","27135"
"27150","Chocó","Carmen del Darien","","","","","","","","","","","","","","","","","","","27150"
"27160","Chocó","Cértegui","","","","","","","","","","","","","","","","","","","27160"
"27205","Chocó","Condoto","","","","","","","","","","","","","","","","","","","27205"
"27245","Chocó","El Carmen de Atrato","","","","","","","","","","","","","","","","","","","27245"
"27250","Chocó","El Litoral del San Juan","","","","","","","","","","","","","","","","","","","27250"
"27361","Chocó","Istmina","","","","","","","","","","","","","","","","","","","27361"
"27372","Chocó","Juradó","","","","","","","","","","","","","","","","","","","27372"
"27413","Chocó","Lloró","","","","","","","","","","","","","","","","","","","27413"
"27425","Chocó","Medio Atrato","","","","","","","","","","","","","","","","","","","27425"
"27430","Chocó","Medio Baudó","","","","","","","","","","","","","","","","","","","27430"
"27450","Chocó","Medio San Juan","","","","","","","","","","","","","","","","","","","27450"
"27491","Chocó","Nóvita","","","","","","","","","","","","","","","","","","","27491"
"27495","Chocó","Nuquí","","","","","","","","","","","","","","","","","","","27495"
"27580","Chocó","Río Iro","","","","","","","","","","","","","","","","","","","27580"
"27600","Chocó","Río Quito","","","","","","","","","","","","","","","","","","","27600"
"27615","Chocó","Riosucio","","","","","","","","","","","","","","","","","","","27615"
"27660","Chocó","San José del Palmar","","","","","","","","","","","","","","","","","","","27660"
"27745","Chocó","Sipí","","","","","","","","","","","","","","","","","","","27745"
"27787","Chocó","Tadó","","","","","","","","","","","","","","","","","","","27787"
"27800","Chocó","Unguía","","","","","","","","","","","","","","","","","","","27800"
"27810","Chocó","Unión Panamericana","","","","","","","","","","","","","","","","","","","27810"
"41001","Huila","Neiva","","","","","","","","","","","","","","","","","","","41001"
"41006","Huila","Acevedo","","","","","","","","","","","","","","","","","","","41006"
"41013","Huila","Agrado","","","","","","","","","","","","","","","","","","","41013"
"41016","Huila","Aipe","","","","","","","","","","","","","","","","","","","41016"
"41020","Huila","Algeciras","","","","","","","","","","","","","","","","","","","41020"
"41026","Huila","Altamira","","","","","","","","","","","","","","","","","","","41026"
"41078","Huila","Baraya","","","","","","","","","","","","","","","","","","","41078"
"41132","Huila","Campoalegre","","","","","","","","","","","","","","","","","","","41132"
"41206","Huila","Colombia","","","","","","","","","","","","","","","","","","","41206"
"41244","Huila","Elías","","","","","","","","","","","","","","","","","","","41244"
"41298","Huila","Garzón","","","","","","","","","","","","","","","","","","","41298"
"41306","Huila","Gigante","","","","","","","","","","","","","","","","","","","41306"
"41319","Huila","Guadalupe","","","","","","","","","","","","","","","","","","","41319"
"41349","Huila","Hobo","","","","","","","","","","","","","","","","","","","41349"
"41357","Huila","Iquira","","","","","","","","","","","","","","","","","","","41357"
"41359","Huila","Isnos","","","","","","","","","","","","","","","","","","","41359"
"41378","Huila","La Argentina","","","","","","","","","","","","","","","","","","","41378"
"41396","Huila","La Plata","","","","","","","","","","","","","","","","","","","41396"
"41483","Huila","Nátaga","","","","","","","","","","","","","","","","","","","41483"
"41503","Huila","Oporapa","","","","","","","","","","","","","","","","","","","41503"
"41518","Huila","Paicol","","","","","","","","","","","","","","","","","","","41518"
"41524","Huila","Palermo","","","","","","","","","","","","","","","","","","","41524"
"41530","Huila","Palestina","","","","","","","","","","","","","","","","","","","41530"
"41548","Huila","Pital","","","","","","","","","","","","","","","","","","","41548"
"41551","Huila","Pitalito","","","","","","","","","","","","","","","","","","","41551"
"41615","Huila","Rivera","","","","","","","","","","","","","","","","","","","41615"
"41660","Huila","Saladoblanco","","","","","","","","","","","","","","","","","","","41660"
"41668","Huila","San Agustín","","","","","","","","","","","","","","","","","","","41668"
"41676","Huila","Santa María","","","","","","","","","","","","","","","","","","","41676"
"41770","Huila","Suaza","","","","","","","","","","","","","","","","","","","41770"
"41791","Huila","Tarqui","","","","","","","","","","","","","","","","","","","41791"
"41797","Huila","Tesalia","","","","","","","","","","","","","","","","","","","41797"
"41799","Huila","Tello","","","","","","","","","","","","","","","","","","","41799"
"41801","Huila","Teruel","","","","","","","","","","","","","","","","","","","41801"
"41807","Huila","Timaná","","","","","","","","","","","","","","","","","","","41807"
"41872","Huila","Villavieja","","","","","","","","","","","","","","","","","","","41872"
"41885","Huila","Yaguará","","","","","","","","","","","","","","","","","","","41885"
"44001","La Guajira","Riohacha","","","","","","","","","","","","","","","","","","","44001"
"44035","La Guajira","Albania","","","","","","","","","","","","","","","","","","","44035"
"44078","La Guajira","Barrancas","","","","","","","","","","","","","","","","","","","44078"
"44090","La Guajira","Dibulla","","","","","","","","","","","","","","","","","","","44090"
"44098","La Guajira","Distracción","","","","","","","","","","","","","","","","","","","44098"
"44110","La Guajira","El Molino","","","","","","","","","","","","","","","","","","","44110"
"44279","La Guajira","Fonseca","","","","","","","","","","","","","","","","","","","44279"
"44378","La Guajira","Hatonuevo","","","","","","","","","","","","","","","","","","","44378"
"44420","La Guajira","La Jagua del Pilar","","","","","","","","","","","","","","","","","","","44420"
"44430","La Guajira","Maicao","","","","","","","","","","","","","","","","","","","44430"
"44560","La Guajira","Manaure","","","","","","","","","","","","","","","","","","","44560"
"44650","La Guajira","San Juan del Cesar","","","","","","","","","","","","","","","","","","","44650"
"44847","La Guajira","Uribia","","","","","","","","","","","","","","","","","","","44847"
"44855","La Guajira","Urumita","","","","","","","","","","","","","","","","","","","44855"
"44874","La Guajira","Villanueva","","","","","","","","","","","","","","","","","","","44874"
"47001","Magdalena","Santa Marta","","","","","","","","","","","","","","","","","","","47001"
"47030","Magdalena","Algarrobo","","","","","","","","","","","","","","","","","","","47030"
"47053","Magdalena","Aracataca","","","","","","","","","","","","","","","","","","","47053"
"47058","Magdalena","Ariguaní","","","","","","","","","","","","","","","","","","","47058"
"47161","Magdalena","Cerro San Antonio","","","","","","","","","","","","","","","","","","","47161"
"47170","Magdalena","Chibolo","","","","","","","","","","","","","","","","","","","47170"
"47189","Magdalena","Ciénaga","","","","","","","","","","","","","","","","","","","47189"
"47205","Magdalena","Concordia","","","","","","","","","","","","","","","","","","","47205"
"47245","Magdalena","El Banco","","","","","","","","","","","","","","","","","","","47245"
"47258","Magdalena","El Piñon","","","","","","","","","","","","","","","","","","","47258"
"47268","Magdalena","El Retén","","","","","","","","","","","","","","","","","","","47268"
"47288","Magdalena","Fundación","","","","","","","","","","","","","","","","","","","47288"
"47318","Magdalena","Guamal","","","","","","","","","","","","","","","","","","","47318"
"47460","Magdalena","Nueva Granada","","","","","","","","","","","","","","","","","","","47460"
"47541","Magdalena","Pedraza","","","","","","","","","","","","","","","","","","","47541"
"47545","Magdalena","Pijiño del Carmen","","","","","","","","","","","","","","","","","","","47545"
"47551","Magdalena","Pivijay","","","","","","","","","","","","","","","","","","","47551"
"47555","Magdalena","Plato","","","","","","","","","","","","","","","","","","","47555"
"47570","Magdalena","Puebloviejo","","","","","","","","","","","","","","","","","","","47570"
"47605","Magdalena","Remolino","","","","","","","","","","","","","","","","","","","47605"
"47660","Magdalena","Sabanas de San Angel","","","","","","","","","","","","","","","","","","","47660"
"47675","Magdalena","Salamina","","","","","","","","","","","","","","","","","","","47675"
"47692","Magdalena","San Sebastián de Buenavista","","","","","","","","","","","","","","","","","","","47692"
"47703","Magdalena","San Zenón","","","","","","","","","","","","","","","","","","","47703"
"47707","Magdalena","Santa Ana","","","","","","","","","","","","","","","","","","","47707"
"47720","Magdalena","Santa Bárbara de Pinto","","","","","","","","","","","","","","","","","","","47720"
"47745","Magdalena","Sitionuevo","","","","","","","","","","","","","","","","","","","47745"
"47798","Magdalena","Tenerife","","","","","","","","","","","","","","","","","","","47798"
"47960","Magdalena","Zapayán","","","","","","","","","","","","","","","","","","","47960"
"47980","Magdalena","Zona Bananera","","","","","","","","","","","","","","","","","","","47980"
"50001","Meta","Villavicencio","","","","","","","","","","","","","","","","","","","50001"
"50006","Meta","Acacías","","","","","","","","","","","","","","","","","","","50006"
"5001","Antioquia","Medellín","","","","","","","","","","","","","","","","","","","05001"
"5002","Antioquia","Abejorral","","","","","","","","","","","","","","","","","","","05002"
"5004","Antioquia","Abriaquí","","","","","","","","","","","","","","","","","","","05004"
"50110","Meta","Barranca de Upía","","","","","","","","","","","","","","","","","","","50110"
"50124","Meta","Cabuyaro","","","","","","","","","","","","","","","","","","","50124"
"50150","Meta","Castilla la Nueva","","","","","","","","","","","","","","","","","","","50150"
"5021","Antioquia","Alejandría","","","","","","","","","","","","","","","","","","","05021"
"50223","Meta","Cubarral","","","","","","","","","","","","","","","","","","","50223"
"50226","Meta","Cumaral","","","","","","","","","","","","","","","","","","","50226"
"50245","Meta","El Calvario","","","","","","","","","","","","","","","","","","","50245"
"50251","Meta","El Castillo","","","","","","","","","","","","","","","","","","","50251"
"50270","Meta","El Dorado","","","","","","","","","","","","","","","","","","","50270"
"50287","Meta","Fuente de Oro","","","","","","","","","","","","","","","","","","","50287"
"5030","Antioquia","Amagá","","","","","","","","","","","","","","","","","","","05030"
"5031","Antioquia","Amalfi","","","","","","","","","","","","","","","","","","","05031"
"50313","Meta","Granada","","","","","","","","","","","","","","","","","","","50313"
"50318","Meta","Guamal","","","","","","","","","","","","","","","","","","","50318"
"50325","Meta","Mapiripán","","","","","","","","","","","","","","","","","","","50325"
"50330","Meta","Mesetas","","","","","","","","","","","","","","","","","","","50330"
"5034","Antioquia","Andes","","","","","","","","","","","","","","","","","","","05034"
"50350","Meta","La Macarena","","","","","","","","","","","","","","","","","","","50350"
"5036","Antioquia","Angelópolis","","","","","","","","","","","","","","","","","","","05036"
"50370","Meta","Uribe","","","","","","","","","","","","","","","","","","","50370"
"5038","Antioquia","Angostura","","","","","","","","","","","","","","","","","","","05038"
"5040","Antioquia","Anorí","","","","","","","","","","","","","","","","","","","05040"
"50400","Meta","Lejanías","","","","","","","","","","","","","","","","","","","50400"
"5042","Antioquia","Santafé de Antioquia","","","","","","","","","","","","","","","","","","","05042"
"5044","Antioquia","Anza","","","","","","","","","","","","","","","","","","","05044"
"5045","Antioquia","Apartadó","","","","","","","","","","","","","","","","","","","05045"
"50450","Meta","Puerto Concordia","","","","","","","","","","","","","","","","","","","50450"
"5051","Antioquia","Arboletes","","","","","","","","","","","","","","","","","","","05051"
"5055","Antioquia","Argelia","","","","","","","","","","","","","","","","","","","05055"
"50568","Meta","Puerto Gaitán","","","","","","","","","","","","","","","","","","","50568"
"50573","Meta","Puerto López","","","","","","","","","","","","","","","","","","","50573"
"50577","Meta","Puerto Lleras","","","","","","","","","","","","","","","","","","","50577"
"5059","Antioquia","Armenia","","","","","","","","","","","","","","","","","","","05059"
"50590","Meta","Puerto Rico","","","","","","","","","","","","","","","","","","","50590"
"50606","Meta","Restrepo","","","","","","","","","","","","","","","","","","","50606"
"50680","Meta","San Carlos de Guaroa","","","","","","","","","","","","","","","","","","","50680"
"50683","Meta","San Juan de Arama","","","","","","","","","","","","","","","","","","","50683"
"50686","Meta","San Juanito","","","","","","","","","","","","","","","","","","","50686"
"50689","Meta","San Martín","","","","","","","","","","","","","","","","","","","50689"
"50711","Meta","Vistahermosa","","","","","","","","","","","","","","","","","","","50711"
"5079","Antioquia","Barbosa","","","","","","","","","","","","","","","","","","","05079"
"5086","Antioquia","Belmira","","","","","","","","","","","","","","","","","","","05086"
"5088","Antioquia","Bello","","","","","","","","","","","","","","","","","","","05088"
"5091","Antioquia","Betania","","","","","","","","","","","","","","","","","","","05091"
"5093","Antioquia","Betulia","","","","","","","","","","","","","","","","","","","05093"
"5101","Antioquia","Ciudad Bolívar","","","","","","","","","","","","","","","","","","","05101"
"5107","Antioquia","Briceño","","","","","","","","","","","","","","","","","","","05107"
"5113","Antioquia","Buriticá","","","","","","","","","","","","","","","","","","","05113"
"5120","Antioquia","Cáceres","","","","","","","","","","","","","","","","","","","05120"
"5125","Antioquia","Caicedo","","","","","","","","","","","","","","","","","","","05125"
"5129","Antioquia","Caldas","","","","","","","","","","","","","","","","","","","05129"
"5134","Antioquia","Campamento","","","","","","","","","","","","","","","","","","","05134"
"5138","Antioquia","Cañasgordas","","","","","","","","","","","","","","","","","","","05138"
"5142","Antioquia","Caracolí","","","","","","","","","","","","","","","","","","","05142"
"5145","Antioquia","Caramanta","","","","","","","","","","","","","","","","","","","05145"
"5147","Antioquia","Carepa","","","","","","","","","","","","","","","","","","","05147"
"5148","Antioquia","El Carmen de Viboral","","","","","","","","","","","","","","","","","","","05148"
"5150","Antioquia","Carolina","","","","","","","","","","","","","","","","","","","05150"
"5154","Antioquia","Caucasia","","","","","","","","","","","","","","","","","","","05154"
"5172","Antioquia","Chigorodó","","","","","","","","","","","","","","","","","","","05172"
"5190","Antioquia","Cisneros","","","","","","","","","","","","","","","","","","","05190"
"5197","Antioquia","Cocorná","","","","","","","","","","","","","","","","","","","05197"
"52001","Nariño","Pasto","","","","","","","","","","","","","","","","","","","52001"
"52019","Nariño","Albán","","","","","","","","","","","","","","","","","","","52019"
"52022","Nariño","Aldana","","","","","","","","","","","","","","","","","","","52022"
"52036","Nariño","Ancuyá","","","","","","","","","","","","","","","","","","","52036"
"52051","Nariño","Arboleda","","","","","","","","","","","","","","","","","","","52051"
"5206","Antioquia","Concepción","","","","","","","","","","","","","","","","","","","05206"
"52079","Nariño","Barbacoas","","","","","","","","","","","","","","","","","","","52079"
"52083","Nariño","Belén","","","","","","","","","","","","","","","","","","","52083"
"5209","Antioquia","Concordia","","","","","","","","","","","","","","","","","","","05209"
"52110","Nariño","Buesaco","","","","","","","","","","","","","","","","","","","52110"
"5212","Antioquia","Copacabana","","","","","","","","","","","","","","","","","","","05212"
"52203","Nariño","Colón","","","","","","","","","","","","","","","","","","","52203"
"52207","Nariño","Consaca","","","","","","","","","","","","","","","","","","","52207"
"52210","Nariño","Contadero","","","","","","","","","","","","","","","","","","","52210"
"52215","Nariño","Córdoba","","","","","","","","","","","","","","","","","","","52215"
"52224","Nariño","Cuaspud","","","","","","","","","","","","","","","","","","","52224"
"52227","Nariño","Cumbal","","","","","","","","","","","","","","","","","","","52227"
"52233","Nariño","Cumbitara","","","","","","","","","","","","","","","","","","","52233"
"52240","Nariño","Chachagüí","","","","","","","","","","","","","","","","","","","52240"
"52250","Nariño","El Charco","","","","","","","","","","","","","","","","","","","52250"
"52254","Nariño","El Peñol","","","","","","","","","","","","","","","","","","","52254"
"52256","Nariño","El Rosario","","","","","","","","","","","","","","","","","","","52256"
"52258","Nariño","El Tablón de Gómez","","","","","","","","","","","","","","","","","","","52258"
"52260","Nariño","El Tambo","","","","","","","","","","","","","","","","","","","52260"
"52287","Nariño","Funes","","","","","","","","","","","","","","","","","","","52287"
"52317","Nariño","Guachucal","","","","","","","","","","","","","","","","","","","52317"
"52320","Nariño","Guaitarilla","","","","","","","","","","","","","","","","","","","52320"
"52323","Nariño","Gualmatán","","","","","","","","","","","","","","","","","","","52323"
"5234","Antioquia","Dabeiba","","","","","","","","","","","","","","","","","","","05234"
"52352","Nariño","Iles","","","","","","","","","","","","","","","","","","","52352"
"52354","Nariño","Imués","","","","","","","","","","","","","","","","","","","52354"
"52356","Nariño","Ipiales","","","","","","","","","","","","","","","","","","","52356"
"5237","Antioquia","Don Matías","","","","","","","","","","","","","","","","","","","05237"
"52378","Nariño","La Cruz","","","","","","","","","","","","","","","","","","","52378"
"52381","Nariño","La Florida","","","","","","","","","","","","","","","","","","","52381"
"52385","Nariño","La Llanada","","","","","","","","","","","","","","","","","","","52385"
"52390","Nariño","La Tola","","","","","","","","","","","","","","","","","","","52390"
"52399","Nariño","La Unión","","","","","","","","","","","","","","","","","","","52399"
"5240","Antioquia","Ebéjico","","","","","","","","","","","","","","","","","","","05240"
"52405","Nariño","Leiva","","","","","","","","","","","","","","","","","","","52405"
"52411","Nariño","Linares","","","","","","","","","","","","","","","","","","","52411"
"52418","Nariño","Los Andes","","","","","","","","","","","","","","","","","","","52418"
"52427","Nariño","Magüi","","","","","","","","","","","","","","","","","","","52427"
"52435","Nariño","Mallama","","","","","","","","","","","","","","","","","","","52435"
"52473","Nariño","Mosquera","","","","","","","","","","","","","","","","","","","52473"
"52480","Nariño","Nariño","","","","","","","","","","","","","","","","","","","52480"
"52490","Nariño","Olaya Herrera","","","","","","","","","","","","","","","","","","","52490"
"5250","Antioquia","El Bagre","","","","","","","","","","","","","","","","","","","05250"
"52506","Nariño","Ospina","","","","","","","","","","","","","","","","","","","52506"
"52520","Nariño","Francisco Pizarro","","","","","","","","","","","","","","","","","","","52520"
"52540","Nariño","Policarpa","","","","","","","","","","","","","","","","","","","52540"
"52560","Nariño","Potosí","","","","","","","","","","","","","","","","","","","52560"
"52565","Nariño","Providencia","","","","","","","","","","","","","","","","","","","52565"
"52573","Nariño","Puerres","","","","","","","","","","","","","","","","","","","52573"
"52585","Nariño","Pupiales","","","","","","","","","","","","","","","","","","","52585"
"52612","Nariño","Ricaurte","","","","","","","","","","","","","","","","","","","52612"
"52621","Nariño","Roberto Payán","","","","","","","","","","","","","","","","","","","52621"
"5264","Antioquia","Entrerrios","","","","","","","","","","","","","","","","","","","05264"
"5266","Antioquia","Envigado","","","","","","","","","","","","","","","","","","","05266"
"52678","Nariño","Samaniego","","","","","","","","","","","","","","","","","","","52678"
"52683","Nariño","Sandoná","","","","","","","","","","","","","","","","","","","52683"
"52685","Nariño","San Bernardo","","","","","","","","","","","","","","","","","","","52685"
"52687","Nariño","San Lorenzo","","","","","","","","","","","","","","","","","","","52687"
"52693","Nariño","San Pablo","","","","","","","","","","","","","","","","","","","52693"
"52694","Nariño","San Pedro de Cartago","","","","","","","","","","","","","","","","","","","52694"
"52696","Nariño","Santa Bárbara","","","","","","","","","","","","","","","","","","","52696"
"52699","Nariño","Santacruz","","","","","","","","","","","","","","","","","","","52699"
"52720","Nariño","Sapuyes","","","","","","","","","","","","","","","","","","","52720"
"52786","Nariño","Taminango","","","","","","","","","","","","","","","","","","","52786"
"52788","Nariño","Tangua","","","","","","","","","","","","","","","","","","","52788"
"5282","Antioquia","Fredonia","","","","","","","","","","","","","","","","","","","05282"
"52835","Nariño","San Andres de Tumaco","","","","","","","","","","","","","","","","","","","52835"
"52838","Nariño","Túquerres","","","","","","","","","","","","","","","","","","","52838"
"5284","Antioquia","Frontino","","","","","","","","","","","","","","","","","","","05284"
"52885","Nariño","Yacuanquer","","","","","","","","","","","","","","","","","","","52885"
"5306","Antioquia","Giraldo","","","","","","","","","","","","","","","","","","","05306"
"5308","Antioquia","Girardota","","","","","","","","","","","","","","","","","","","05308"
"5310","Antioquia","Gómez Plata","","","","","","","","","","","","","","","","","","","05310"
"5313","Antioquia","Granada","","","","","","","","","","","","","","","","","","","05313"
"5315","Antioquia","Guadalupe","","","","","","","","","","","","","","","","","","","05315"
"5318","Antioquia","Guarne","","","","","","","","","","","","","","","","","","","05318"
"5321","Antioquia","Guatapé","","","","","","","","","","","","","","","","","","","05321"
"5347","Antioquia","Heliconia","","","","","","","","","","","","","","","","","","","05347"
"5353","Antioquia","Hispania","","","","","","","","","","","","","","","","","","","05353"
"5360","Antioquia","Itagui","","","","","","","","","","","","","","","","","","","05360"
"5361","Antioquia","Ituango","","","","","","","","","","","","","","","","","","","05361"
"5364","Antioquia","Jardín","","","","","","","","","","","","","","","","","","","05364"
"5368","Antioquia","Jericó","","","","","","","","","","","","","","","","","","","05368"
"5376","Antioquia","La Ceja","","","","","","","","","","","","","","","","","","","05376"
"5380","Antioquia","La Estrella","","","","","","","","","","","","","","","","","","","05380"
"5390","Antioquia","La Pintada","","","","","","","","","","","","","","","","","","","05390"
"5400","Antioquia","La Unión","","","","","","","","","","","","","","","","","","","05400"
"54001","Norte De Santander","Cúcuta","","","","","","","","","","","","","","","","","","","54001"
"54003","Norte De Santander","Abrego","","","","","","","","","","","","","","","","","","","54003"
"54051","Norte De Santander","Arboledas","","","","","","","","","","","","","","","","","","","54051"
"54099","Norte De Santander","Bochalema","","","","","","","","","","","","","","","","","","","54099"
"54109","Norte De Santander","Bucarasica","","","","","","","","","","","","","","","","","","","54109"
"5411","Antioquia","Liborina","","","","","","","","","","","","","","","","","","","05411"
"54125","Norte De Santander","Cácota","","","","","","","","","","","","","","","","","","","54125"
"54128","Norte De Santander","Cachirá","","","","","","","","","","","","","","","","","","","54128"
"54172","Norte De Santander","Chinácota","","","","","","","","","","","","","","","","","","","54172"
"54174","Norte De Santander","Chitagá","","","","","","","","","","","","","","","","","","","54174"
"54206","Norte De Santander","Convención","","","","","","","","","","","","","","","","","","","54206"
"54223","Norte De Santander","Cucutilla","","","","","","","","","","","","","","","","","","","54223"
"54239","Norte De Santander","Durania","","","","","","","","","","","","","","","","","","","54239"
"54245","Norte De Santander","El Carmen","","","","","","","","","","","","","","","","","","","54245"
"5425","Antioquia","Maceo","","","","","","","","","","","","","","","","","","","05425"
"54250","Norte De Santander","El Tarra","","","","","","","","","","","","","","","","","","","54250"
"54261","Norte De Santander","El Zulia","","","","","","","","","","","","","","","","","","","54261"
"54313","Norte De Santander","Gramalote","","","","","","","","","","","","","","","","","","","54313"
"54344","Norte De Santander","Hacarí","","","","","","","","","","","","","","","","","","","54344"
"54347","Norte De Santander","Herrán","","","","","","","","","","","","","","","","","","","54347"
"54377","Norte De Santander","Labateca","","","","","","","","","","","","","","","","","","","54377"
"54385","Norte De Santander","La Esperanza","","","","","","","","","","","","","","","","","","","54385"
"54398","Norte De Santander","La Playa","","","","","","","","","","","","","","","","","","","54398"
"5440","Antioquia","Marinilla","","","","","","","","","","","","","","","","","","","05440"
"54405","Norte De Santander","Los Patios","","","","","","","","","","","","","","","","","","","54405"
"54418","Norte De Santander","Lourdes","","","","","","","","","","","","","","","","","","","54418"
"54480","Norte De Santander","Mutiscua","","","","","","","","","","","","","","","","","","","54480"
"54498","Norte De Santander","Ocaña","","","","","","","","","","","","","","","","","","","54498"
"54518","Norte De Santander","Pamplona","","","","","","","","","","","","","","","","","","","54518"
"54520","Norte De Santander","Pamplonita","","","","","","","","","","","","","","","","","","","54520"
